	TCGA.ZG.A9KY.01	TCGA.HC.8256.01	TCGA.EJ.5521.01	TCGA.KK.A6DY.01	TCGA.J9.A52E.01	TCGA.V1.A9OH.01	TCGA.FC.7961.01	TCGA.ZG.A9LZ.01	TCGA.XK.AAJT.01	TCGA.XJ.A83G.01	TCGA.ZG.A9L6.01	TCGA.EJ.7789.01	TCGA.J4.A83J.01	TCGA.VN.A943.01	TCGA.CH.5739.01	TCGA.HC.A632.01	TCGA.G9.6377.01	TCGA.KK.A8ID.01	TCGA.HC.8265.01	TCGA.CH.5754.01	TCGA.KK.A7AZ.01	TCGA.CH.5751.01	TCGA.V1.A8WV.01	TCGA.G9.7521.01	TCGA.FC.A4JI.01	TCGA.KK.A7AP.01	TCGA.EJ.A65J.01	TCGA.EJ.A65F.01	TCGA.XK.AAIV.01	TCGA.HC.7212.01	TCGA.YL.A9WY.01	TCGA.ZG.A9LS.01	TCGA.V1.A9OA.01	TCGA.EJ.5511.01	TCGA.CH.5761.01	TCGA.XQ.A8TA.01	TCGA.V1.A9ZK.01	TCGA.EJ.5525.01	TCGA.ZG.A9L0.01	TCGA.J9.A8CL.01	TCGA.J9.A52B.01	TCGA.EJ.7125.01	TCGA.G9.6494.01	TCGA.KK.A7AW.01	TCGA.HC.7078.01	TCGA.G9.A9S7.01	TCGA.V1.A8MG.01	TCGA.KK.A8IB.01	TCGA.VN.A88M.01	TCGA.KK.A59X.01	TCGA.M7.A725.01	TCGA.G9.6361.01	TCGA.KK.A7AQ.01	TCGA.EJ.A46G.01	TCGA.YL.A8SR.01	TCGA.YJ.A8SW.01	TCGA.XK.AAJP.01	TCGA.2A.A8VT.01	TCGA.V1.A9ZI.01	TCGA.KK.A59V.01	TCGA.HC.7080.01	TCGA.EJ.5517.01	TCGA.KK.A8I9.01	TCGA.VP.AA1N.01	TCGA.KK.A7AU.01	TCGA.ZG.A9LB.01	TCGA.KK.A59Z.01	TCGA.HC.7213.01	TCGA.V1.A8MF.01	TCGA.V1.A9O7.01	TCGA.HC.A6AL.01	TCGA.YL.A8SO.01	TCGA.HC.7745.01	TCGA.ZG.A9ND.01	TCGA.EJ.5518.01	TCGA.XJ.A83H.01	TCGA.ZG.A9N3.01	TCGA.KK.A8I8.01	TCGA.EJ.5527.01	TCGA.YL.A9WK.01	TCGA.V1.A9O5.01	TCGA.EJ.7123.01	TCGA.EJ.5504.01	TCGA.YL.A9WJ.01	TCGA.G9.6332.01	TCGA.CH.5762.01	TCGA.J4.A67M.01	TCGA.X4.A8KQ.01	TCGA.KK.A8IA.01	TCGA.V1.A9Z8.01	TCGA.2A.A8VX.01	TCGA.V1.A8MM.01	TCGA.KK.A8IF.01	TCGA.HC.A6AO.01	TCGA.VP.A875.01	TCGA.ZG.A9LN.01	TCGA.VP.A87H.01	TCGA.EJ.5514.01	TCGA.YL.A9WH.01	TCGA.HC.7742.01	TCGA.J9.A8CM.01	TCGA.KK.A7B4.01	TCGA.QU.A6IL.01	TCGA.KK.A8I4.01	TCGA.YL.A9WI.01	TCGA.XK.AAIW.01	TCGA.EJ.5507.01	TCGA.G9.7510.01	TCGA.EJ.5526.01	TCGA.YL.A8HO.01	TCGA.HC.A4ZV.01	TCGA.ZG.A9L9.01	TCGA.YL.A8SK.01	TCGA.CH.5767.01	TCGA.CH.5753.01	TCGA.YL.A8S9.01	TCGA.KK.A59Y.01	TCGA.KK.A7AV.01	TCGA.J4.A67N.01	TCGA.ZG.A9L5.01	TCGA.V1.A9OL.01	TCGA.G9.A9S0.01	TCGA.G9.6373.01	TCGA.EJ.A46F.01	TCGA.EJ.5532.01	TCGA.HC.A8CY.01	TCGA.ZG.A9LY.01	TCGA.YL.A8S8.01	TCGA.KK.A6E8.01	TCGA.M7.A724.01	TCGA.KK.A8IK.01	TCGA.VP.A87D.01	TCGA.YL.A8SQ.01	TCGA.QU.A6IO.01	TCGA.KK.A8I7.01	TCGA.ZG.A9L1.01	TCGA.ZG.A9LU.01	TCGA.J4.AATZ.01	TCGA.EJ.7784.01	TCGA.HC.8266.01	TCGA.2A.A8W1.01	TCGA.2A.A8VV.01	TCGA.EJ.7312.01	TCGA.HI.7171.01	TCGA.EJ.7781.01	TCGA.YL.A8HM.01	TCGA.HI.7168.01	TCGA.KC.A4BV.01	TCGA.ZG.A9LM.01
Epithelial cells	865.005900619742	1290.2522371681	2172.8840316076	1955.00810364605	1604.05312545991	1671.31894928478	1158.88799781049	1876.73590560947	1910.66334009436	1800.0326186598	1412.40362059163	577.320898657749	1805.91227108842	1268.71987822579	1045.34682353921	1071.60313909724	2129.25593967002	1584.49263690745	1811.39603476172	1803.38706999	1685.5491128749	49.06150250707	1613.55462467805	1233.43370536155	1139.11847638286	1476.0989280299	1255.56194333961	1475.09810655787	1434.34201692064	1417.88280372796	1248.85703958053	1467.94919238086	1714.54821618048	1480.27610150188	965.170604912885	749.701731889042	1773.0798165989	141.390196125389	1719.14732352681	504.424364073631	1552.73452217442	956.232849786958	1447.41687422527	2307.07879447825	1481.65237215568	2043.88650264197	1429.34952541594	1946.18860093721	1999.45028430869	1164.97483838832	1897.87146219268	1651.25301104446	2079.10540876283	1030.42571904409	762.872530090158	1418.2194375469	1330.72583828389	1831.6281308471	674.692635851094	1501.17420284185	1229.77208207472	864.618096008006	2200.85984382033	1592.93811588623	1906.64884506025	1740.72252803364	1295.04181972528	1911.58376468256	1334.95509880404	1523.15920907732	1878.91437932801	1770.23615257391	1875.79257479454	1587.41209834874	1332.62029891156	2151.91191905786	1589.23636480936	1536.60469863956	1277.33803950626	552.963265233407	1181.6129162793	1378.89407445678	1342.12569787292	1863.03231085135	2049.75052284369	1370.31534829086	2033.63660135332	2223.8510396261	1649.21360410771	1659.94176269375	852.26301460422	1249.36484210646	1129.12115725145	1847.9401339372	1519.70132464881	1251.74972649628	1724.31522653238	1135.16526921823	1828.50140815393	1351.30684504198	1784.75873557985	1648.7760579136	2137.98361848688	1994.4528903533	1169.1167473031	668.684502420426	1498.42850552737	1954.06700410985	1250.80598563424	1537.78668387278	782.809006167601	1147.4702215675	2302.01739340773	1053.11362923137	1522.27504810215	1325.11780959427	1993.81112386927	1971.24219016383	2124.61984982312	461.633946625797	1156.99443966199	1794.53135484541	1891.94603025407	2156.06216703796	875.358705083596	1059.00057738533	1947.83507109782	1191.61548184781	1193.05491763348	1034.02877339591	1240.03695175543	1695.88535758612	975.857567193928	2411.80419647523	1606.13244532743	617.091755493853	2631.07186356266	1748.64297470405	1415.23060313162	1495.39690736374	1177.19627368939	1499.91034404708	1200.76541346099	1659.87888048495	1158.87660315421	1020.8838529291	1087.86706251066	1456.09829185628	1652.83801838324
Erythrocytes	654.757238799409	494.032693304019	534.523714610498	299.527593506098	501.016424547928	407.117656401203	577.143824525017	335.326252070134	255.625210284489	617.539486461687	278.842037527268	1011.62375964805	539.901937528	700.727511064988	198.381273171972	268.017939100661	283.191243327792	676.589264217361	499.484470968303	608.479297962654	528.05594137191	575.778992481303	632.291948122886	409.387668400712	1284.03456080376	459.41897659749	540.513086810045	325.976920632021	716.573215088599	388.543171975904	425.794127502391	119.232512471655	220.165505772756	301.392463184296	907.690864627269	1111.5962054069	310.550442684475	596.849465295311	551.095816357079	378.23068011535	539.519954224335	497.780891858163	370.826632357034	762.456601324505	508.267016982653	514.952100248455	339.040215026745	441.885563251001	464.192036289738	737.345396972285	581.23841238805	295.741963442262	548.709683128643	350.921200843179	482.792003454431	427.398676931627	706.081144394618	273.953883417601	452.496377330418	796.404626770665	698.60883656771	328.07191049375	389.281323976962	553.12067185942	532.0024327979	552.033721198289	355.792645957911	880.345117967068	516.038561887864	311.486921192767	582.218996324012	422.015059654993	157.038866939196	643.046099587666	561.487939445887	305.896854206442	1180.56925043312	371.049589914837	185.99578287258	454.498192081229	771.314157315625	510.925937030598	534.005930635254	262.758807041585	413.684351580843	200.827841218694	454.203656838517	420.837725894184	599.78241323846	471.169919194154	788.632139135037	516.428514597962	733.533021101068	799.525832082434	564.897531296428	293.714267842518	465.83857379105	545.889242478128	769.592041017254	542.308558413949	339.92102917422	577.661335882408	602.615657692225	246.400053285787	942.605280610449	1203.86388713339	568.322093860724	278.563972785711	245.314432896593	536.367434918581	855.556116091711	573.353056026883	149.562190591878	416.814638138803	383.245984499887	695.836093197115	403.759523570103	378.583363202983	518.025475161467	465.153335319368	639.934101805805	679.603698553097	343.274232413462	839.830158193145	464.844209005854	433.023559149427	290.897296043359	479.725770685846	653.368079087637	1209.45035987408	1158.31076629833	340.379926973263	436.320889672632	595.403499855007	313.797854635295	689.863963962667	372.254495752263	393.949657366036	480.737421239156	269.958142163932	621.744386941773	538.672758506379	412.041609693442	565.342381960631	293.303767261988	920.615568837367	460.708599944724	290.34989881945	389.155608515783
Fibroblasts	491.877761240525	542.738520795277	580.20646066456	525.853974583531	900.20477275497	765.56234972529	905.442292821379	594.941977412287	854.758904616459	538.152460685388	1100.40870557528	499.249684625733	520.067148077386	516.256884082973	745.926942945361	938.592516693016	684.86088435535	414.275909530064	638.406984781172	406.961437982837	627.035314815083	514.752104309253	652.361657347893	645.60807632	298.232721503739	553.162953586123	556.403584745744	869.873876900481	525.356514671953	441.528306580924	877.616495608284	997.058490566042	892.654419217884	735.099066082847	466.145004585123	377.385522289821	707.046161245817	706.214493250351	802.15286077761	879.27529985824	510.694318834585	790.371964245219	928.669147702169	641.646884505442	687.192217664481	429.329472826683	875.986812117852	835.2590058395	589.464985105586	642.37791972503	478.734219142285	1032.88006902032	761.691038042781	664.742332546943	625.330338828848	510.291920825191	543.350591341006	385.415163626086	796.637974646517	517.662982388688	349.315177181293	1002.2707538802	778.410599769091	842.137652657945	519.043688897249	750.194899537578	988.299114634754	615.385407695043	683.640006910785	951.857027439841	791.167735476764	736.000605863242	877.117867443359	549.636942895436	770.494964824891	496.231082742523	519.517559555935	582.45879897338	840.310370064485	992.526908413962	418.981482657234	607.676554230261	917.08395818915	664.726044940506	657.404199720096	747.715862233334	908.205301002336	973.167048992916	575.798127978825	1051.17209498898	697.152843960877	823.374223003265	512.074916561744	449.71321136006	492.878262036348	940.009026359058	589.86779913158	657.978035243532	606.006738546263	779.349218544307	1001.76396416063	595.398157184934	689.952273385133	993.493876758862	708.228708069215	191.680613182839	595.434087349755	813.789816567689	804.163575529211	1053.46433024924	898.46317152931	1029.71355022173	845.41168824478	738.654165640556	484.71889974302	480.059737547019	572.596220540561	657.739438926114	596.746320853342	632.863619335353	610.010628015541	500.746460690641	914.706288673428	402.796162348913	814.815591403765	569.905586616075	759.088450129463	711.659962201936	677.933515953738	261.673648420759	498.065437990163	589.886282135428	800.274647563473	637.322785475374	675.152281154323	855.966476927283	626.307575936414	417.640053800445	476.743306691964	618.087682119527	508.769067754126	732.029747978814	793.571447237422	620.728169318711	771.775367400851	462.962243280225	1107.18205950315	1077.07895633501	871.803666124938
GMP	533.097852615541	468.99420026958	304.973204487023	465.481444730565	420.129133694498	418.918079737632	479.072532582272	429.078774809244	295.53789064915	476.014913163523	456.451299872232	611.474644149492	530.269398586384	249.6003002988	494.951468879229	673.831104845261	355.39648065982	485.86729585304	353.128441217491	494.356337760093	440.192508966849	648.486911912416	460.203899038328	716.258469797472	580.607834279686	387.938968592867	456.23237494775	644.833516872787	621.789326627153	514.072521653372	527.952725630693	462.651533389997	295.948660968805	446.806065497215	523.91680210591	474.710348487715	260.063759389354	580.402710345475	541.122146910482	437.56014185844	379.338524497303	619.289533552643	383.111157344018	447.590527623136	504.299921455879	401.045930752912	271.13349668273	481.095502130024	404.041797580527	331.961233460115	343.906321788604	256.295836163973	196.383596693325	339.148040992466	655.462345367029	260.38790613485	385.590623786068	323.574032803838	360.307601583966	561.12224715033	609.912460671015	659.110536960914	572.832882922344	371.222471550804	303.453571927548	599.108574327751	303.570315596341	493.085574391871	814.990995379415	607.369398786491	480.669276019586	274.679020260095	413.964296694577	487.112301033507	487.885280866327	337.075621923349	401.650212316511	534.771557028402	570.018383670458	451.756132160687	520.244853460742	297.209938788222	485.637712622868	499.282399162411	437.122676073575	564.629334298068	448.140926301678	303.628282673356	453.718751938862	635.200098725534	291.767376944201	381.482944069475	292.296748627917	720.271697901774	309.027901328936	536.471024374321	279.564704776111	562.660931526766	328.643216562147	342.733933745901	628.167832226482	467.150834333481	298.263974515942	623.344830793817	410.247403644677	623.847283541667	460.144786989801	302.592879428173	564.114885186346	618.466332409652	520.006554572143	568.226130702833	283.905013451787	291.597596248244	475.449097560318	390.12772168955	285.312597461304	620.599416592851	436.117588449083	445.329979829835	381.048177087279	448.30953160987	312.490190140283	453.948948910104	417.016399730837	524.089274511332	665.540166004803	365.255624121496	383.590221568027	518.749196015026	614.255894703888	358.967993002848	561.574123606521	255.13481782859	614.533090248298	305.208309491511	306.549471135054	253.443222007513	406.540557903672	492.163481383251	485.819507245324	368.287080350208	485.7961561967	461.071954283699	552.338967369189	496.201594789199	207.570539160261	539.587906126503	334.741345085149
HSC	866.956097053457	446.05310779618	1148.29356174095	1023.5471198395	1535.31361995341	972.318178652573	1346.21840553295	1131.00517851982	1532.06455817551	546.351907127094	1977.87002170168	896.959635176094	431.76730286348	185.766069951289	1345.2218487618	1703.83793319863	1102.70005609456	457.365478275236	887.407845978497	1127.45801116857	530.097535677643	1343.54898451117	1297.89833959099	1109.56105044803	118.112071041115	623.093364480252	912.15615856798	1559.78289123385	993.385701828123	1160.04779344844	1252.90918611563	1650.00357735254	1444.89992450805	1121.44160564785	1122.89606764769	386.373523666022	1098.9327786934	1696.74611206086	1637.76799970259	1171.63401612372	1333.72721460016	1149.36312319677	1162.59139892509	786.00845128328	1309.30226239472	803.128162796465	1332.01525578382	1018.13551262831	868.254532440446	1050.89737194431	540.310810897856	1590.51110040932	1038.6829631537	936.150171962148	1628.53704876207	641.536290770705	613.131075133252	1039.43606420501	1364.0928784791	533.25838208887	529.11078033242	1244.72330079523	1483.2228942052	1026.40751999355	418.880833094252	1214.09358642259	1454.9087399284	1202.80334369319	1436.45932893869	1673.85718883461	1005.05515718493	1178.26117607229	1728.07570251513	593.042021141172	1648.66351424542	683.220133982837	970.014671182191	1127.0355981453	1496.14988350332	1714.14674905589	1031.23471905138	571.085936742578	1437.33640741618	1059.32110332269	727.079398415549	1012.44041413698	1497.88109385088	1544.95722896257	815.269913892183	1884.73295235228	750.167039094373	1261.41979085821	737.090188536394	367.241311515414	809.587851777754	1494.45243597549	898.966172498437	1288.50816729668	751.833404902436	963.225176382147	1635.95462447887	1015.23755287204	645.8299554764	1686.40592076822	798.948396906022	251.417563262356	1165.73093959202	1359.54621910525	1438.1629728563	1896.26035624721	1168.83830876265	1674.77731235127	1425.38880046953	419.985816390541	473.951601711178	426.487483789577	784.784144056759	1162.45354857976	852.393643052482	1144.67221664161	887.056444319133	624.817017600742	1300.88024796285	789.302422802478	1084.87091099747	718.998875060188	1268.42018656175	1096.89104589062	825.333151916992	265.944441934173	532.958840179975	779.484167935	1389.22583595847	895.449508705846	1574.93078814241	1567.35296466396	873.831438558191	373.636765360953	871.277995088359	1080.47608188862	224.585958408182	1096.89144504532	1060.15068372646	1233.6501703778	723.19073090405	712.088192573803	1579.90920879452	1385.99791530371	1104.48985231072
Hepatocytes	191.686229098832	667.871002701553	988.954804598164	614.865867058065	545.038558409771	572.761350675772	827.334145096031	563.324866620375	751.033061927384	862.484005502036	838.349461936379	141.861278223991	858.156690370254	440.614890185889	763.702803848893	369.494744738787	664.585443358427	123.923940622349	532.226632349088	575.658156374888	896.376658873577	351.627969182449	978.445390439411	357.5140829994	332.600809537434	75.6223082561468	618.245841357547	362.68177852423	837.858580887028	404.746549214956	451.127387816883	761.23204742377	544.638466308737	517.590930784137	322.378771034184	294.531540182241	734.465560430089	327.776349109402	720.12659877	649.004839308658	512.855077978077	685.805058426615	607.584753573431	1011.36251832156	854.395171258163	381.008548713576	712.544579342816	841.812211278921	592.254771862367	909.491825628422	537.203546239289	618.946600187916	1072.47466715353	1042.75465665533	524.022675320517	475.940502565186	733.626821625066	233.136287427261	649.899413627421	427.937428030718	617.717687552852	865.707178294015	864.275950280839	728.925017633297	538.771057378081	1079.80873805896	900.06492260011	475.464765010305	884.45552001149	590.001912823184	721.858060638498	921.523514588597	800.407678397931	579.367325991007	877.763632487035	580.218514307715	154.478498353497	289.015967133609	565.617731655279	858.967909908484	828.605433258073	962.173224639682	735.931122550934	643.691784545934	519.562062096578	556.892563458847	962.019668585716	616.377196592179	278.93584711299	844.676860371437	585.98069497789	518.555730933095	701.991381900975	1059.12039027063	416.233832694108	674.382203480448	1077.84838901277	497.855577618855	459.08555098061	585.296378013153	513.86702693005	406.772034609788	660.555001160917	676.336109634174	800.600956756609	44.7452946780819	672.98946237666	883.990712081306	616.217274232608	1005.47163182965	247.88964738932	540.700341778625	795.498180098078	772.253264180168	387.426646241135	281.945844234726	531.447202960165	856.428986470543	767.214185519306	428.547083623462	317.926412304367	797.258913705461	602.589170351855	426.679762429215	710.257509751287	375.992506670192	487.010159743471	538.749183292699	709.324588938646	155.423577757458	355.949367488628	236.839409165947	694.402491800035	1018.67678794322	633.761969450583	268.037010570691	621.098665043055	422.948787877988	493.274715860747	867.510952328364	503.525367542926	557.70253827276	972.569237842777	365.513121926942	620.935420862141	943.845678316626	527.924793255144	317.624608554621	593.417195401635
Keratinocytes	573.248926953278	1281.87082340605	1734.39218788762	1724.1821172513	1160.70454671853	1587.19303658434	934.108937822186	1454.92257235404	1960.28378565966	1843.1309905108	1682.84794371999	368.535631200578	1505.11213107055	697.254792018214	678.148570831982	809.169916391956	1791.70215150973	846.61305252604	1617.12768498869	1451.93928828044	1205.16423012902	104.300950397489	1497.26799158474	956.770938382579	666.041682264477	1061.11091992758	681.082961914056	1094.05788403814	1385.40862555262	882.87402938593	1197.5813139558	1157.18061900304	1869.7796170902	1096.92650876685	881.646797880023	498.461610622728	1757.08655266522	14.597216565586	1559.02046111417	422.103457212387	1365.14393977372	485.276769103272	1312.69681196	1899.07235948852	1524.9340970545	1545.63489135324	1425.65291517659	1650.88838541652	1625.40077762393	1119.54971527771	1698.72539207431	1055.97747014498	1502.33132053656	544.560304608487	538.611461957389	948.873315527002	1021.08201378008	1508.58343221064	823.196821128029	1198.05120804736	846.273213732545	596.527589420496	1768.82935012191	1079.69734353267	1376.79812139472	1622.12517074682	1299.26626709652	1533.5053683044	1376.66846656671	1418.23106924204	1391.50081096335	1601.58829780194	1987.91998758898	1410.57488514579	977.712487825573	2459.66840843427	1100.24128534797	1291.46315478724	1375.94592270331	422.233216852895	1191.37032589092	1102.70527428394	988.491591014935	1653.70953369973	1371.57168667863	1434.9605772497	1928.70715808439	1829.67559447135	1279.50783197	1599.09286278946	627.969386432194	808.424791661347	635.214507493203	1555.15025761929	979.12770127243	957.316159718416	1406.37501601191	907.773118510901	1232.50515272104	1222.5539755874	1289.24440000105	1241.49107821171	1699.04164613988	1623.22082515913	638.885175744781	552.790298577441	1225.33043832056	1843.16411951185	1259.44419720394	1630.19921383565	985.40803318505	701.733166402818	2165.24926004489	670.234135239001	1284.6011421283	858.520443691687	1514.72970410651	1830.81253790433	1900.81978493173	580.460715708912	898.534179038265	1371.76472625633	1332.7802546324	1367.05248558123	942.031243397508	966.251902025403	1813.0263034114	831.3148996791	781.394338441287	788.415881174186	890.916296252834	1130.56650436086	621.024418170961	2268.48714233189	1735.67261255059	289.658159155247	2785.92671996461	1574.01761980584	1126.254643341	1712.36517823562	982.465247392349	955.052244444978	1091.4541012746	1026.20244823909	1161.47692602278	770.737684171655	1033.79718510117	1017.39710374894	1389.66387613002
MEP	639.661105142799	709.229215174609	914.287899848069	552.647986377525	1002.27141458132	690.687823221608	580.203017537093	852.40553329358	729.535087872755	976.673701836766	562.099465536889	851.674380112971	695.18133862364	753.646924259377	534.393493728307	740.223420782431	790.561673932789	733.54923702986	694.312758000156	805.315382200707	1128.50075985258	382.995683599577	1012.09051958563	422.465879493392	914.554706007824	818.774171547127	683.623416656581	940.663001463283	914.304088806649	712.111909773278	467.049411300861	626.838844548412	470.105911769485	488.031789982646	806.08431065299	1176.09837187649	427.435895404057	798.001051811387	647.902334667906	452.080838312374	968.969786746421	649.91443953667	589.033978325777	1432.0355072129	588.863735162883	973.781759671179	623.413289749372	965.336203324598	1113.27212976232	825.132093626479	652.459021038697	880.41033573857	1050.46499047029	532.527425860733	620.986480062809	498.206686700593	694.814689695581	673.957311129691	873.422025813058	629.215592851432	968.972325554705	503.308044157255	885.700204893787	751.243650944153	963.474137163625	1170.98351961233	563.981090326576	724.950051082536	1228.5483075657	772.87477513652	1192.97737881594	726.047505343753	497.764328836963	922.380155513254	715.58813606964	497.506827291737	1114.90529212978	1128.21777086228	414.027812024235	799.476545604271	725.423295767844	587.010235707999	591.537818436817	617.842486832793	1079.00272685344	332.521888965005	1109.2938418957	780.781567072587	867.25480458343	967.646055725442	833.597491522603	843.658436323926	924.197849571503	1334.58401728532	926.631534651998	647.529468035943	798.11421845761	447.306129686385	1012.09874203226	381.534809485205	1036.91836758647	907.940375243086	1226.29125429914	640.386183077309	850.852215316512	922.768429734897	568.88625918231	590.399013220218	278.430991139818	732.97955959888	624.885786429085	1008.57869908903	312.560503464498	465.353671591749	288.568001552352	771.181792182196	1007.08000357669	657.843012782507	1343.90313341325	808.632359613534	720.888236649772	1101.02292919359	1034.07027189797	1372.73802754267	624.687047586674	537.94742318989	752.142512327013	623.157605854469	1054.96049715474	1381.80202200083	1043.44456292328	774.560258810257	608.957735963008	1195.35198988875	756.670848751475	588.504913078664	807.579347696056	502.870491073362	553.646374695799	309.452254139781	837.804086217793	843.370455473155	797.224241662107	913.364547683316	286.729429901142	992.538530755658	511.718595408913	575.820106561881	566.956023100864
MPP	682.544028648841	386.711503735035	304.787430357204	381.315995269596	303.977962936863	351.483967915809	327.570175540393	431.245108779188	460.813857155022	368.676066065984	493.66627496841	406.957691546044	375.850933149239	392.278667656506	468.193971781817	947.489849025178	429.426786647285	437.713618157348	304.048504460989	578.21583340697	290.199471307939	1141.75912010022	534.50226531641	527.532587497254	582.891801477767	314.892546936942	366.673137587473	488.973289096516	806.05714756107	314.571009589696	634.596091884244	804.499853094555	299.928784377672	286.405872868586	181.808653234412	272.37545370952	276.544067556273	390.418043600877	478.652875389708	527.482753924194	383.231656335513	648.294043073708	331.020168668552	883.258270052327	413.748749432571	353.61155791127	363.711830150295	547.014699144128	360.49192936936	282.714362045847	167.181103415126	332.039669800559	259.331574909677	285.137545827603	437.517251563543	281.651955492466	293.618086933622	334.341491411299	452.220089451146	1214.43202263541	354.12520240328	591.019615213684	347.173637026704	445.331204603822	265.127465588716	528.702617922963	398.240325306017	420.685385383104	643.186153819581	391.223096727976	487.37791792228	252.639186317762	423.162590934678	379.973821805305	338.31939362295	301.798080474185	759.737949433621	536.504465495101	499.085382186418	505.283373048172	568.427075827573	269.992096305257	382.977163360922	440.510505589628	312.542837116089	617.525520129842	611.491664706894	325.233709923603	332.468915541323	493.134735565543	269.922850952921	511.719762842792	285.289459498584	571.663548567942	363.801763744462	960.076450260725	248.513688754574	434.88935655899	247.488639719763	259.566751776046	431.543616914039	539.716935001718	477.009818833409	718.346571317847	277.070316623727	609.770612947063	363.008134865247	355.669252366301	365.033546841538	816.924773408642	680.38147984204	567.383618781662	342.119164269803	269.668604247391	268.548786088438	305.648092645581	403.662955603054	805.91249927305	519.651255923628	321.695498136129	396.488801189163	427.081985812192	489.222080324175	440.570427753466	373.942674368713	649.314688541139	380.362794735566	309.231300832247	419.044697528079	326.247256285196	493.498048229735	378.43079008811	560.456946772368	643.589548895211	511.512996852393	267.777611152948	400.223493151777	204.098158373951	335.214532663173	815.665272521038	304.868478687355	269.286784045829	442.27985835055	396.085640131369	502.204852751221	636.708091873006	133.831495069559	436.47387903682	420.001811047383
MSC	406.167777876792	597.523393974367	807.792239105756	421.807223441354	695.57364579209	744.11780300764	677.509122570724	616.08563014065	729.652436046905	851.084350687923	582.38864442126	698.363109456492	566.991555973356	713.574921944966	432.72533742982	659.53891441947	531.583807951448	543.610219366925	624.898046914337	478.724723653711	792.883321907287	259.761352995362	591.80094012283	604.840908032066	367.096396161362	671.723264826321	705.636991496674	467.4996562376	665.598789253101	507.061197215379	657.560204911381	857.839690840495	490.453117684959	558.508594117946	620.606731081329	422.099183728655	554.409489230197	575.180034899719	565.99037216385	711.89143867123	645.244757744626	621.283720320005	646.075277533317	1198.4986955918	563.432939201425	628.654864964259	627.691615296783	666.830427873182	754.196843175479	905.781940946138	552.773608420369	726.200990023064	1213.58536093988	632.777191686429	638.807619200491	487.161119231649	754.519650282687	486.488160282377	787.813936924595	547.527001664351	702.09634721446	408.836931274063	651.035410810748	710.636748065709	715.848090668184	604.077999519995	579.198886521248	596.575763469107	667.245313087637	430.899548431708	912.854512622418	742.645877968052	491.558748740314	712.898230061168	648.784783466372	471.840431352049	484.10975620633	741.114343480793	224.499286414139	695.880893272269	594.249366846282	630.584860433681	537.042130193717	600.002583468664	685.18437683696	246.448662331559	977.863068050025	745.412498375738	717.92347715169	575.278505584925	788.921701930609	976.872230260892	687.547738194783	942.435651491646	597.080622822103	478.864637876471	544.647750495504	411.398040680681	797.963653397954	692.3066311458	767.222003204713	758.622127855928	1154.24330126222	540.383137030822	784.114454271211	610.048209488885	420.92618658771	648.092463295283	143.684678343675	667.753132335456	590.905420803721	1005.87137611095	389.135951714496	651.114532488683	194.970381077213	572.537811557578	678.718906919647	627.851755053747	1052.57032983648	512.554839847164	648.930304147195	677.688052483664	854.402142879053	903.075458997276	605.091801256786	664.935526616886	499.126529397338	495.336378376746	733.606628547798	965.369134531319	731.393035406236	703.761257427559	614.031273671702	1092.79775942962	707.832037799383	594.697127488558	726.239753185483	554.656009887054	462.248925387857	390.402062996426	601.345785053886	685.237605136554	980.336752576857	600.025617357195	398.014320320143	718.69902228885	659.957263868233	516.169014832881	562.435374456616
