	TCGA.XJ.A9DX.01	TCGA.HC.8256.01	TCGA.EJ.5521.01	TCGA.KK.A6DY.01	TCGA.J9.A52E.01	TCGA.V1.A9OH.01	TCGA.FC.7961.01	TCGA.ZG.A9LZ.01	TCGA.XK.AAJT.01	TCGA.XJ.A83G.01	TCGA.ZG.A9L6.01	TCGA.EJ.7789.01	TCGA.J4.A83J.01	TCGA.VN.A943.01	TCGA.CH.5739.01	TCGA.HC.A632.01	TCGA.KK.A8ID.01	TCGA.HC.8265.01	TCGA.CH.5754.01	TCGA.V1.A9Z7.01	TCGA.KK.A7AZ.01	TCGA.CH.5751.01	TCGA.V1.A8WV.01	TCGA.G9.7521.01	TCGA.FC.A4JI.01	TCGA.KK.A7AP.01	TCGA.HC.8216.01	TCGA.EJ.A65J.01	TCGA.EJ.A65F.01	TCGA.G9.6499.01	TCGA.XK.AAIV.01	TCGA.HC.7212.01	TCGA.YL.A9WY.01	TCGA.ZG.A9LS.01	TCGA.V1.A9OA.01	TCGA.EJ.5511.01	TCGA.CH.5761.01	TCGA.XQ.A8TA.01	TCGA.V1.A9ZK.01	TCGA.EJ.5525.01	TCGA.ZG.A9L0.01	TCGA.J9.A8CL.01	TCGA.J9.A52B.01	TCGA.EJ.7125.01	TCGA.G9.6494.01	TCGA.KK.A7AW.01	TCGA.HC.7078.01	TCGA.G9.A9S7.01	TCGA.V1.A8MG.01	TCGA.KK.A8IB.01	TCGA.VN.A88M.01	TCGA.M7.A725.01	TCGA.G9.6361.01	TCGA.KK.A7AQ.01	TCGA.EJ.A46G.01	TCGA.YL.A8SR.01	TCGA.YJ.A8SW.01	TCGA.XK.AAJP.01	TCGA.2A.A8VT.01	TCGA.V1.A9ZI.01	TCGA.KK.A59V.01	TCGA.HC.7080.01	TCGA.EJ.5517.01	TCGA.KK.A8I9.01	TCGA.VP.AA1N.01	TCGA.KK.A7AU.01	TCGA.ZG.A9LB.01	TCGA.KK.A59Z.01	TCGA.HC.7213.01	TCGA.V1.A8MF.01	TCGA.V1.A9O7.01	TCGA.HC.A6AL.01	TCGA.YL.A8SO.01	TCGA.HC.7745.01	TCGA.ZG.A9ND.01	TCGA.EJ.5518.01	TCGA.XJ.A83H.01	TCGA.ZG.A9N3.01	TCGA.KK.A8I8.01	TCGA.EJ.5527.01	TCGA.YL.A9WK.01	TCGA.V1.A9O5.01	TCGA.EJ.7123.01	TCGA.EJ.5504.01	TCGA.YL.A9WJ.01	TCGA.G9.6332.01	TCGA.CH.5762.01	TCGA.J4.A67M.01	TCGA.X4.A8KQ.01	TCGA.KK.A8IA.01	TCGA.V1.A9Z8.01	TCGA.2A.A8VX.01	TCGA.V1.A8MM.01	TCGA.KK.A8IF.01	TCGA.HC.A6AO.01	TCGA.VP.A875.01	TCGA.ZG.A9LN.01	TCGA.VP.A87H.01	TCGA.EJ.5514.01	TCGA.YL.A9WH.01	TCGA.HC.7742.01	TCGA.J9.A8CM.01	TCGA.KK.A7B4.01	TCGA.QU.A6IL.01	TCGA.KK.A8I4.01	TCGA.YL.A9WI.01	TCGA.EJ.5507.01	TCGA.G9.7510.01	TCGA.EJ.5526.01	TCGA.YL.A8HO.01	TCGA.HC.A4ZV.01	TCGA.ZG.A9L9.01	TCGA.YL.A8SK.01	TCGA.CH.5767.01	TCGA.CH.5753.01	TCGA.YL.A8S9.01	TCGA.KK.A59Y.01	TCGA.KK.A7AV.01	TCGA.J4.A67N.01	TCGA.ZG.A9L5.01	TCGA.V1.A9OL.01	TCGA.G9.A9S0.01	TCGA.G9.6373.01	TCGA.EJ.A46F.01	TCGA.EJ.5532.01	TCGA.HC.A8CY.01	TCGA.ZG.A9LY.01	TCGA.YL.A8S8.01	TCGA.KK.A6E8.01	TCGA.M7.A724.01	TCGA.KK.A8IK.01	TCGA.VP.A87D.01	TCGA.YL.A8SQ.01	TCGA.QU.A6IO.01	TCGA.KK.A8I7.01	TCGA.ZG.A9L1.01	TCGA.ZG.A9LU.01	TCGA.J4.AATZ.01	TCGA.EJ.7784.01	TCGA.HC.8266.01	TCGA.2A.A8W1.01	TCGA.2A.A8VV.01	TCGA.EJ.7312.01	TCGA.HI.7171.01	TCGA.EJ.7781.01	TCGA.YL.A8HM.01	TCGA.HI.7168.01	TCGA.G9.6366.01	TCGA.KC.A4BV.01	TCGA.ZG.A9LM.01
Tgd cells	299.837291367275	361.531922532732	264.031375416482	130.205937457963	368.629357123215	217.796878560454	356.103482129981	291.693840309725	59.9918850927776	320.319459971882	83.7280156507871	581.28424696927	249.724196164109	391.288972308416	231.948979239872	356.88710618371	554.37978580153	195.164588680632	494.441647476676	241.570266785449	287.160619071912	926.294022278914	303.99713135593	499.909394367878	1135.14570808188	341.434729944473	396.008519128087	371.795524898131	215.380271327509	300.937999582582	588.873792133957	338.8665379222	423.198288227869	209.514323525352	33.3994833518794	150.667504090219	689.15446215316	1022.50846287533	193.715188073993	404.597367053799	276.38290110938	362.315892308066	285.85070091452	365.209184840597	247.363512892704	507.332909610211	119.85028736868	373.160046369776	124.860147322519	342.164618044086	236.50285248292	511.143735532007	147.597198476193	294.070354529724	339.220129673098	250.233882158548	461.340868305392	423.945929758492	315.242386404492	289.679809782963	1009.13343952965	284.286387331282	280.817832786339	180.624642645834	297.060525449626	460.185007300403	405.057327968572	194.808959565459	551.08382578839	178.815217256857	20.7508413768713	398.61095383007	204.746571190474	69.9730825812048	357.108932522193	227.043770212307	121.215482291691	864.444792703624	356.01357271522	187.796557368293	161.711355533179	582.871523681649	283.889954178682	266.60569077438	115.748770340138	291.975275231001	280.095249181557	206.17601269312	167.68941371067	340.871183545905	232.426875334818	440.796126245931	274.372471977289	381.671769873939	519.568473708698	305.756919860161	658.359647848684	242.245661497195	314.806739075541	383.570958401788	319.619388043035	203.96463365103	505.57170315147	359.939398000689	222.952534883527	497.182538388509	375.065139689626	162.563267536001	211.00499197998	173.71488781471	500.329541386503	462.613923295075	7.42321107042032	230.35172883842	419.984574903712	425.180780671458	372.365482841108	247.025573108394	223.183960102736	451.570950874283	580.726630544413	504.824286124833	306.439620440878	466.68551069933	272.284990336987	465.266187883155	97.4871367395447	188.434473852841	416.430393249231	668.848126290287	588.117287895089	288.968068569146	265.942431662137	266.762618881721	153.183264815264	239.14863253184	186.879233374827	262.698596502146	286.852766545964	443.815470494805	483.179138852456	180.881061372764	267.268991913864	396.256685648655	253.035031565649	695.415845017356	163.001228670189	278.840059893773	262.71605503628	256.839044855256
Th1 cells	688.110738752015	691.798805908122	542.594227934638	269.46649940437	859.060844688917	639.727066792928	404.522007663349	689.231862677043	683.305604779437	1017.54145678562	440.615241312043	591.960278838711	419.977320641122	770.624409639241	263.761939510584	339.429508900492	725.170767021648	716.418204614978	813.40442292825	904.824875825822	957.513674679518	349.952607231115	622.361168002668	340.140598694374	1270.47711997406	736.515408332397	556.903868619918	347.552900771183	449.337534289633	773.46954119882	940.758119875702	395.771626927666	420.655605831295	407.417421517044	363.019745496815	455.53922418499	676.056952920063	1328.55229431724	492.60502845748	447.309401588469	478.577536066035	643.144305348301	607.686584357657	488.79114151476	591.908625770647	1322.63030023579	645.855417552357	740.341143221518	622.879734799099	865.530247626572	842.378225480299	669.044327620702	657.919440984079	984.893849245775	507.448951976844	559.867408720663	800.102731253679	709.645419383109	538.800085079134	968.763676065331	1180.15864459175	643.008197688477	304.556245195517	581.674650519899	529.752347254833	808.445864774439	1082.93540044983	502.81693577617	617.296520855581	718.906375315185	275.096688820476	1090.71805785862	821.554222665888	375.614776304625	900.117380216301	594.829552451426	510.166133735791	763.780413924485	727.416484431708	68.0645053746863	639.537033565757	644.347955248339	628.591802064548	414.111578592234	495.963972739252	643.213737550623	148.924388482881	942.043307274194	445.801305765854	742.990094339924	625.814343435286	975.167505139928	671.292101187944	906.94808182189	990.940898614471	743.454026463556	545.366895065254	881.426003267234	206.472007753949	824.680355256289	409.153040289321	692.85129577654	791.850470749988	1360.14411849277	229.351015063665	898.632955279006	210.621240634541	613.798428530636	0	669.913544801003	675.130922520334	824.181227585968	206.66412615137	484.355068051114	285.881064557602	715.088849478296	632.412989010182	592.920749974026	1066.49404004986	575.886775407714	743.123533090035	1235.20951797411	593.992266486357	1170.61031282363	454.879282732315	443.52250896301	323.884621861894	638.608788976456	932.400335220288	1173.15103237093	942.677323256144	455.726559560004	693.774872428327	1377.53540401648	488.974341658946	639.239458195458	1055.79178950291	514.70131008679	554.021901945887	405.97975492351	901.45293608776	719.537505844137	1002.76164900699	545.428391762862	237.154219521281	999.076107488194	541.973605454449	711.609699313508	299.796814977399	677.234365283846
Th2 cells	204.429609720133	526.359833738123	563.659951841489	500.439075836848	728.655269211024	489.855029179933	647.417040382627	558.41230836171	63.4774576916	403.265439942153	282.048202913195	728.30867694219	481.193028311975	359.771035962802	573.550808585206	750.593086343733	623.45878852248	273.051562520397	766.550608295308	345.938157016145	820.849014446469	1212.94842981672	833.143709577288	829.595865004943	1735.5742604804	657.468566799506	625.01727429518	208.786316416994	629.144638925862	282.732817288014	681.508769966864	593.110722131264	893.598567284514	303.240369524755	181.505600104268	516.171300381644	1520.4447635683	996.199432797832	207.433703495525	985.498912593726	380.389005818591	355.746993715407	437.332933653311	425.270695837265	407.865693033842	566.610869012766	340.261096731367	573.691733840845	443.731807850011	276.931666126164	570.056363901707	699.211356415555	491.991167927557	459.478717814564	376.150273858377	380.698533860337	500.555317000167	491.245353354216	266.550422569437	203.6152971412	1189.62927516168	489.408212829785	691.351924714771	213.92331756846	322.712320952703	894.252677787651	1003.78117302316	266.022108520915	1006.97151216015	154.152367957551	370.968574971378	583.53212184462	227.569003083077	280.271071591999	895.650586483271	355.278601219361	335.847325085597	1816.44874673262	786.92482869318	652.081100271684	445.241984914015	832.118582411459	476.066618686985	687.015125848427	116.87794315909	742.851747018775	770.406981309582	198.502080920379	603.326243391955	889.602720759608	558.15997249941	566.17010719689	341.942180905379	405.556355452026	740.092330183965	729.321468733841	915.021376916046	350.13749546171	780.703735669754	693.115564244091	665.181319675907	668.128541216539	1084.04950587966	406.455624780512	410.588178347612	701.09526716695	851.066688102446	155.566856478002	683.643458312335	306.703107934419	840.009049311206	1057.90514388334	181.373059102864	394.645723941846	777.578798067501	637.815461253215	614.849912573564	380.811939783182	332.895272109117	752.283052687301	873.469778786211	623.315730970261	682.784235870339	952.215421470074	499.127927982379	980.641279992477	438.250798127976	418.670513130194	505.121519166474	888.599178684414	945.472792377336	621.451740567683	347.08956087791	260.487941497853	238.6705129802	771.023603818638	162.281126331044	423.114625230653	756.470775689364	557.905507160843	958.727692353376	554.646583744257	560.569206291285	974.170115472342	367.559738261462	1274.34472560826	549.133025070587	330.341565857508	842.51856001533	421.900597045068
Tregs	882.490368597204	604.261445228215	138.904486022124	714.859776654201	1332.09824476393	473.051225358055	983.949852677796	668.477304936151	167.563266668411	355.02255492634	383.488515431499	690.001627662422	718.560949142675	646.060226519614	941.64004867929	968.177896016147	976.342526300426	644.206255293966	828.941675388171	400.46487148608	526.012929300687	1385.14056246012	667.116607763673	1255.96341024318	922.516313629636	605.32637257162	560.436099241349	793.834317970083	708.129576454268	480.008560242705	1005.08635925403	709.416812734086	1006.79178979495	703.465665135829	614.403360863132	560.129733098862	799.336637399176	578.648636775666	603.329187737624	797.849172006219	626.822840287601	642.726713027326	540.568627008087	875.032569036548	766.647565559	264.187857279435	450.894705072878	513.405276125185	542.801612490062	741.584087336036	524.493244111838	861.012314720809	464.365321629096	130.099034591496	679.989997632014	592.525534153475	687.191797750339	646.91332292637	756.932314773591	445.344097484257	1539.1435618652	725.729601190935	957.81819101595	475.462223494689	486.926606495591	452.336305266101	477.262363411966	447.920746049042	617.521489956642	716.771272644187	675.179961463846	344.055479977196	652.216779954628	686.900436349664	426.544575350047	502.791415131955	605.337387750431	798.505806124189	514.372826953143	980.318492214443	618.699124167654	721.03258344422	587.142370772583	467.636851899082	704.617840301382	492.17680229965	1091.38327070982	348.091573966402	444.409452198724	701.75651895396	381.723337891035	940.587433075291	747.461762948267	569.216882656354	255.673078458387	726.007382292367	942.452249565708	698.24327178678	1199.99934428784	691.347410501681	421.779925419904	480.466615264986	739.34696225318	420.586695572832	789.258142884205	809.28860351081	866.243444989921	425.731942445185	967.40933758417	540.730481511587	985.873929701998	673.316319018109	542.297915044039	784.057961582639	1132.08440500111	805.714135809342	567.51865863726	692.168110710775	284.920078352467	879.320500975847	719.601912285851	631.183546696791	483.039057576091	261.521070550168	651.710762653118	899.581790952245	570.272577094194	852.504571328699	459.930319326699	372.027069347659	496.686258289801	705.697135399093	542.454036073783	270.483523385393	365.653330153967	599.069987540302	416.293619828835	756.512759392408	862.305260125836	989.802614068759	937.791542632535	572.385151066291	182.979562022688	881.971588074564	943.910200965114	640.435071248416	455.409431331902	455.112203611741	964.744628753622	749.156699667846
aDC	996.19983719893	637.100512234536	940.432228313582	1138.65934899397	1411.76164966859	1095.733952499	1069.83751254116	1279.38539393285	1372.66187759868	749.585396802976	1376.84703607007	805.135462289876	1229.56727460462	87.52545605941	1127.41412695615	1870.89066503643	1093.19291868276	1024.75317307447	2003.29117814444	1770.62256473911	525.167019196495	2393.1351481635	1461.17232163017	1770.99247819592	815.815620980696	610.041228839851	1344.66817767705	1119.06323380681	1011.93158446056	943.421775292628	2361.1991446009	684.516894182214	2041.00871882765	2135.73833116627	801.722830350213	567.415834170132	821.128742319648	230.957986245497	818.484692143547	1001.02249107018	1660.17032623153	1619.44599184912	1282.55536354126	1277.72206904463	525.459992028072	1847.64786391575	1343.68571146282	849.000449461646	995.602526315302	1479.04251187739	593.437033383521	719.587263197121	525.678050598821	1035.12644467942	1287.95663015024	619.468566124076	588.792534641318	1036.74560158673	900.16840394638	1549.46582931535	2744.53032140596	704.828741078723	1029.23115619327	1399.32269295837	1624.40079951333	472.174823499182	1513.13789804745	1423.8445381482	900.797443119856	1596.03735470866	1176.12635504022	1622.64617006837	826.054089150105	1498.17630049539	665.362024112149	1296.31611319482	744.889702420921	1237.13287463736	939.105126184801	1168.43556831894	1722.71800496605	1818.98802743723	685.367738165435	1135.02468375639	1309.51631988555	323.02230900616	1302.55913189967	1771.96250498439	1395.42298151651	676.74406462568	937.5151731824	268.154222335878	1487.53454512278	361.289548382143	1477.57491728015	303.696896694756	2347.262245002	763.14923805884	1342.36954252576	468.439737333164	699.654172627575	1223.04019488272	1089.23955312692	1160.84197270842	2047.44118813653	729.946002958414	1002.68664366722	1266.01791821637	1041.58850145863	1894.98858665552	1673.11920397572	2044.18454194077	1224.7045276015	552.794213913697	1217.12868970702	357.238201052214	565.943388385316	1887.00561275403	1448.84542196549	1220.96947378692	1334.9895538286	1191.0085467746	1303.94915220878	639.119958475431	750.437269424527	1703.39401974089	1210.05075979158	677.960722810096	590.335221089659	513.340029438689	264.603257775869	502.949696076903	1180.4355811628	1545.23938457345	1302.76960286372	407.408242608169	1520.49290817833	612.418232150886	642.752429169376	2242.73047679526	630.914279428008	269.360922766935	924.348818397936	672.320123352744	942.084233753232	1590.76632190738	799.920562714232	569.816447593261	1269.97054749094	1222.00572862499
cDC	499.348524834846	514.077740590407	618.015465160039	712.520118968885	697.912063049387	717.328967773806	768.841816214417	752.983055740923	776.971525599832	520.190596115885	838.701639381895	785.815605921713	770.212658090591	154.784815894331	766.658309474725	993.52733129653	603.11919686505	527.5522999453	838.985176207079	984.569940161578	375.654322219809	1218.84935261541	724.99579516925	945.172847111013	616.73482927801	400.118028967788	836.175954062985	455.923678524724	853.375170218648	657.523945577854	1371.07021745062	670.480587556004	1146.01865163468	1013.2861004302	764.804622790612	672.642091173902	529.727030404994	224.228984381834	701.082629710338	878.710784605118	947.712641773978	852.059335491935	587.913279223505	768.042496909736	638.344423208091	733.891433084333	725.773689576434	529.695437105074	517.408328079295	858.511236959054	451.521169595562	535.986225295744	500.964319858404	453.304790394117	584.153042978585	646.394091819443	481.545208077228	628.835273025589	458.643166566663	696.070647942043	1080.5831499295	613.538251851851	941.873834479655	929.62836248002	596.655330183855	431.468343587777	745.224918623598	928.747587134621	732.519517585709	1008.50354253006	782.095589479497	869.301866960752	503.284919838505	1039.89049741941	445.904952907186	864.823455904021	647.778857610239	624.812122944465	719.513185482363	1143.96253704672	706.228698080486	938.639245910038	545.364731470991	842.67170318333	1072.32601539831	642.267970887545	981.891591854288	932.39960872365	637.279740492248	553.643844158826	716.896820906547	389.43040713121	652.301603449886	208.024777648801	791.997267829228	356.378145023395	1218.94302789033	527.749935828193	1020.60543564978	550.82641359111	646.639601536995	750.39488683276	721.386022303797	308.4548770098	1064.42895272038	621.884940208602	727.524259239132	713.175362677381	1054.8584610537	963.601706288746	768.073753099234	964.381901842755	533.114884194246	529.68555051608	606.817084064285	373.491985700152	649.23733420874	876.568090399565	798.782983213171	711.542457286461	562.810074892321	945.680507025613	671.471575999944	374.187743523544	672.387313910531	756.564133227251	792.033492484596	684.099961130052	309.831681354543	471.498855259016	517.222672703801	446.572187845625	672.851152262281	435.36576516859	991.773378448847	484.770127594941	738.976670239954	540.859796374811	635.669427860059	1334.1336826238	573.061450008523	473.128337782771	553.491197189639	612.822528910728	927.386315948872	886.752189359441	690.583882145536	398.963908728967	825.902239215107	621.527866089014
iDC	373.654906939146	521.625750215897	1082.56727621782	524.011499204241	1003.00190319932	751.678845342361	1156.09564142094	978.346247347693	1106.40527008575	472.298270840874	1027.21527348776	1050.69422774415	954.200421053711	0	1269.43696532005	1416.73250163439	653.773918598599	483.740419746483	1132.64319121317	1240.50379089541	414.514461555244	1389.4905402745	690.472054594509	890.887311871838	1211.44233477436	553.511786360017	1075.36265959643	773.12229564708	1070.95442099937	549.514849835735	1653.53656775883	822.520613496426	981.365466154107	1090.59515492227	983.579317195936	659.019789277293	627.170306977183	543.891902550933	535.13538996569	1006.32872679144	899.081588804449	777.016750506602	612.626246054005	844.958217358765	569.229126545409	890.344151114585	940.222311652247	375.893435683401	384.646417318453	866.520807380023	635.658483548407	1215.20667513668	1226.73986266913	622.226308465202	482.006545628691	680.637802716108	586.918853172817	336.163516379688	697.980291914024	1245.1172430226	993.515933314709	580.888898724573	750.593835446392	720.080516617899	1132.92191816275	714.682552610115	1021.33622708874	1175.70920243987	1154.4168271332	800.532152660741	847.780040062549	1071.03635321361	797.716452760428	932.410647636739	90.2374519867521	901.953372608008	523.944341170837	625.262350068053	1141.92321223105	1215.01834321301	801.561235074884	766.36302651482	729.784149449525	1109.55158917493	955.951274184716	714.169251354636	913.491002872287	1058.44483216674	753.820464362952	725.957489681345	940.219342964694	254.199703112547	911.813244736832	457.451967207813	904.885683699638	790.986899866912	904.505749336115	423.617958365124	1035.44921876556	716.95020945021	777.076216838762	886.50970392504	888.427986917887	395.389955738734	1733.34566725808	801.496715763529	803.824781187616	788.632514591273	1020.22806883502	881.119676234691	661.541589968054	1197.10218250897	278.385502411242	710.253746800622	794.686305600308	469.355377510142	1085.8338070423	874.128423209342	1101.3482537106	610.396443464099	499.335275640193	983.853777565798	1111.84057967816	769.776518280286	495.649088378864	860.554790172639	704.203967547132	1150.01209880327	570.861398198515	545.927935610206	590.794323973081	705.308759517593	566.331210643326	554.521879206781	936.337419320185	790.231294432876	634.023675249332	500.883060053683	1011.82638804643	987.68148307107	538.512111595538	935.131058029787	630.14175472614	1056.32474351047	1079.36661904578	1074.36122558448	758.177412712369	393.882502935661	1076.10409535811	854.081118768806
ly Endothelial cells	1470.76632492133	654.080649565473	1028.4249575985	683.44789907154	1075.78171721847	1098.78617007144	1102.15924013901	713.71789225796	2044.60162209245	969.326779664843	2613.36683211732	1230.33929311958	755.452678946381	642.988258300945	1168.89641981181	1053.41303332188	1007.59130571583	916.744169099821	2262.60441130142	1886.10813023891	740.171083135573	1495.59445272315	1539.90937734755	649.242797349882	778.343947225994	418.818313934329	980.565984043967	944.866500094086	1535.53187707326	790.380304515909	1016.5594136511	1544.38550963889	1339.27350054972	1770.43389721496	940.923340743254	858.323917309689	1564.96585080286	706.682623581349	1103.2367314155	1362.85301772499	1689.64216021146	1065.22995508052	1024.1085065682	1586.08666564697	899.0739598964	1488.87854140321	1679.10810688184	500.546330720402	1176.12253307509	1187.32677105269	1057.9955092925	472.757919961281	1518.16699780571	1895.65859677471	1267.92745311865	3108.44383463903	70.6490888846997	505.140483841347	767.81247612349	1924.20857122314	904.932254497181	1640.97199486788	1017.13673619766	2184.65920584386	1228.67211329845	643.860984794293	1382.75396887099	1875.11436322025	786.172618802157	2002.05910373352	2023.80555562087	1518.67483832687	1337.03891456569	1570.98745339133	1027.40207303933	2333.27954849452	1185.47153719349	551.519093563188	793.781193024269	704.320929209008	2360.4564470556	586.826885623124	1113.84562972946	1275.42848046727	1647.56215954375	473.935102954787	792.819302221417	1797.50249668933	1444.53113241698	604.984011209754	2220.79887979222	282.775343172251	1589.20144336153	573.503754754609	1281.9091806214	295.479610836616	1125.65502785828	667.45717022603	864.929419297693	380.930775139194	1172.83555479491	1134.08462922994	565.441285231443	1669.63990258519	2255.93738810076	505.253025234633	743.486272290547	1755.1286925289	558.034361872776	1861.2861344923	899.362188185154	1415.33164459901	1106.83299009536	938.278766840232	206.870269394226	715.084098988909	855.500073379353	1514.98756118919	1188.58827315127	732.81932774172	758.777824494121	484.651650299603	1136.2247159966	644.968560449188	1148.26009155874	547.41714618476	1147.65302854362	1342.93205953039	1369.93784277837	1387.32435586767	1224.38017725161	509.010968791176	1440.41693477333	1771.48367605819	2448.21636300535	1755.74132169023	1153.90833161465	589.283299847664	288.277808013351	1188.87100551949	440.176081012546	1031.26745664515	1104.86393095176	934.020842825785	579.329303815427	619.912864261085	1813.79630845158	962.689072138444	1005.64834864794	407.660436410505
mv Endothelial cells	786.752511159815	434.063454574468	735.10712574285	409.127123180574	753.171884036673	648.010460910902	603.322210729585	471.500090410213	1118.59262831385	636.822350156976	1390.3434149352	655.18992514898	406.685108650334	381.787609694294	583.734781276058	681.452026638492	570.477031807625	625.988626602364	1318.74362181161	1072.84890348013	605.535919475555	749.115818182954	892.374734496078	310.538266147677	496.018196417441	383.253484388567	511.151742659649	570.02990524463	904.530889694937	497.074244225454	641.95173463973	850.35919611713	768.764303073155	1037.02051569165	555.903477997983	517.548994916067	900.911740171071	524.71109406854	619.936828518989	778.985331421965	898.367638590295	662.325975853222	705.482888181835	829.773217810346	531.209512323421	1022.91199366037	955.09628150248	460.698315326512	683.171755353006	770.959099367971	689.378592814631	332.166704135121	904.690305674626	1129.86485828026	715.473476084268	1671.54763685523	204.054044629699	343.556370505951	514.948775636882	1120.59414709673	546.924529124788	903.479546631195	475.929692204322	1234.12416592011	749.82646565978	524.486023249311	753.696376141486	995.790100056873	582.071836367913	1159.35961687479	1029.58756402301	1038.88302734139	803.756972180377	865.01405279908	678.762261132524	1278.97253156834	596.998674412543	320.952608160423	582.843570177654	324.343993119063	1214.77836233023	432.843658667405	632.637455090037	689.006341282813	928.2030650341	447.707774111558	408.404067997941	1130.12378677486	821.265798827669	511.201287482958	1239.76043993009	232.685007628905	949.60920501705	415.290913700491	943.582741950115	301.104227665893	666.765019350897	419.124237174989	425.777478918402	428.843790804327	664.798175109126	760.167563803456	515.458766240898	1012.1565286578	1209.7326886124	357.932843838466	472.338981783815	922.627136219405	263.446610086564	1087.6896197277	595.057317478993	898.815468585938	624.785137391001	519.859962189931	47.5665572702107	410.822464305831	655.367598212611	866.172112603005	866.749923109466	463.123439711604	557.241555464482	444.496471052812	711.042760472565	589.196964224045	633.684855945993	346.168612787874	702.491153240439	731.262089475987	825.805219556253	922.254715088638	741.005369149831	383.166208180235	804.1045749815	1100.872975718	1415.44548226324	873.046063662533	761.54911571184	372.910324507935	254.857751560493	721.14091621108	298.11344054746	660.198501845959	727.111193037805	591.66928411817	333.137126730504	458.867621278327	941.376442067285	574.32376266305	559.868779239746	321.121856052599
naive B-cells	430.89656196215	633.770975251287	412.717591308474	531.280959678484	376.59251844075	429.088821528851	406.440479065802	516.38064146768	359.601418187961	334.42277038589	401.509530042917	648.06681473923	522.342944733918	489.501174307746	552.475206368299	1624.62691045812	571.602820737468	383.043180310855	733.294537263248	497.050912197032	441.98949797795	2056.36199610266	670.551868933216	819.470330766578	842.513436066502	414.601530161449	487.519194004165	592.177236706549	416.379790640947	460.101411181542	1063.70635989966	471.824468789413	634.310971987703	992.5273239691	343.50117153827	524.838583057333	400.34299144866	550.944160397046	426.833608052953	769.139622739719	473.175525901393	875.282950956924	324.604748153577	713.562141726514	484.711352229793	759.45251458174	447.860087818224	502.028648479375	353.213431844239	679.369639733837	416.364265748458	406.23290178508	242.421537902303	307.85813359243	532.766799759904	348.317663855565	712.217372663009	497.089984175016	492.358653791487	308.66623910544	1500.75943985881	450.235420942658	870.286858637507	340.450868912226	343.319466619782	333.620057225952	496.801543261461	451.534823164018	434.131025862783	448.623020490204	531.396448987555	463.694290112573	353.764619153383	490.313700843574	384.989712058041	473.452010948673	506.33222246975	1516.54251798632	587.395102992247	686.268688641704	660.057697158416	581.095354632702	538.550504203324	389.589185562467	470.469911446493	376.15505498076	1009.59815662118	375.521564209509	294.685301335333	431.602839373347	424.046464656099	452.446243149733	425.842692446221	404.41220956021	408.21291198453	543.318605523761	1163.49947950557	501.257574108453	729.837617744123	450.627944520173	310.633537115904	326.073219387452	584.718956547781	241.812179274343	792.083094388056	566.424630349399	535.456121696952	368.16343603991	649.274459206288	727.768612364857	1039.82956757363	364.429712860127	406.786119261584	517.68813116811	856.671851102449	498.580975473785	602.059940715214	999.77357470317	175.784506649028	490.867609824974	584.046960299412	603.870680161311	469.161508616619	389.893018700343	620.24630017426	993.0259293918	480.373870395521	429.604831208739	355.025532786885	305.305268205632	560.238793143381	544.508288710859	844.795812286552	371.678045303421	452.416655128571	423.277299781355	273.450272012131	498.168047307779	457.881552941389	827.816896553909	438.376460700567	367.216213967936	330.339635061382	536.406490920744	708.868118610014	700.43839520266	241.045083874043	399.364133222603	462.170143683366	600.924090449504
