Unnamed: 0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	mean
Preadipocytes	0.00887	0.0	0.0	0.0535166666666667	1.0	0.0084433333333333	0.0129433333333333	1.0	0.0722133333333334	0.0100633333333333	0.0316233333333333	0.0083066666666666	1.0	0.0005866666666666	0.0755400000000001	1.0	0.0842766666666667	0.0580733333333333	0.0001433333333333	1.0	0.0396300000000001	1.0	0.0052966666666666	0.0316233333333333	0.58585	0.121513333333333	0.02693	0.02669	0.130413333333333	0.0	0.2559	0.00136	1.0	1.0	0.02195	0.0072433333333333	0.0	0.0200666666666667	1.0	0.0087233333333333	0.0597666666666666	1.0	0.0080066666666667	0.0295	0.0	1.0	1.0	0.565393333333333	0.0316233333333333	0.0	0.628943333333333	0.21529	0.02772	0.08871	0.0001533333333333	0.0087233333333333	0.0	0.0319	1.0	0.0	1.0	0.0	0.0295	0.185843333333333	0.0	0.6179	0.0	1.0	1.0	0.63433	0.0023833333333332	0.0679666666666666	1.0	0.0	0.0638466666666667	0.0453566666666667	0.0055199999999999	1.0	0.0030666666666666	0.0697866666666667	0.50278	0.0	0.787053333333333	1.0	0.07912	0.0	0.66279	0.0369433333333333	0.0	0.0	0.0	0.0	1.0	1.0	0.0193566666666667	0.2970217192982456
Sebocytes	0.0084766666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66666666666648e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0055133333333333	0.0	0.0019	0.0	0.0	0.0	0.0862266666666667	0.0	0.0	0.0	0.0	2.66666666666193e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0914866666666667	0.0	0.278636666666667	0.0	0.0	0.0173966666666666	0.0	0.0	0.0	0.0	0.0155999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0098366666666667	0.0	0.0	0.0	0.0	0.0	0.0002299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0033199999999999	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0159859649122807
Skeletal muscle	1.0	6.66666666671034e-06	0.986603333333333	0.86034	1.0	1.0	0.00871	0.0	1.0	0.02964	1.0	1.0	1.0	0.0786333333333333	0.421946666666667	0.88276	1.0	1.0	0.04427	1.0	1.0	1.0	1.0	6.66666666671034e-06	0.88276	1.0	1.0	0.0144966666666667	0.0	0.0	1.0	0.80498	0.0	1.0	1.0	1.0	0.01275	1.0	0.348716666666667	0.668463333333333	1.0	0.11251	1.0	0.977963333333333	1.0	0.490786666666667	0.02343	0.59684	1.0	0.259573333333333	1.0	1.0	0.837456666666667	0.0	1.0	1.0	0.239396666666667	1.0	0.22032	0.65069	1.0	0.0045566666666666	0.0	1.0	0.897036666666667	0.763863333333333	0.22032	1.0	1.0	1.0	0.99635	0.721726666666667	1.0	0.11624	0.0180933333333333	0.214166666666667	0.0608300000000001	1.0	0.0678466666666667	1.0	1.0	1.0	0.923436666666667	1.0	0.302393333333333	1.0	0.772243333333333	0.95305	0.280483333333333	0.214166666666667	1.0	1.0	1.0	1.0	0.06312	0.6636207719298245
Smooth muscle	1.0	1.0	1.0	1.0	1.0	1.0	0.182123333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.554126666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.330363333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.447723333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.562873333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9587074736842103
Tgd cells	1.0	1.0	0.825566666666667	0.939476666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94477	0.916043333333333	1.0	1.0	1.0	0.749546666666667	1.0	1.0	0.81424	0.74806	1.0	0.84872	1.0	1.0	1.0	0.76645	0.9845	0.28565	1.0	1.0	1.0	0.56254	1.0	0.37704	0.66815	1.0	0.95293	0.855636666666667	0.895653333333333	0.50557	1.0	1.0	1.0	0.943526666666667	1.0	1.0	0.858436666666667	0.99342	0.97978	0.489636666666667	1.0	1.0	0.627896666666667	0.49638	1.0	1.0	0.475273333333333	0.749546666666667	0.369886666666667	0.273956666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.46273	1.0	0.452163333333333	0.308676666666667	0.304906666666667	1.0	1.0	1.0	0.456363333333333	0.572303333333333	0.55783	1.0	1.0	0.30415	0.36485	1.0	1.0	1.0	0.897096666666667	1.0	1.0	1.0	1.0	0.910213333333333	1.0	0.857784912280702
Th1 cells	0.313856666666667	0.172543333333333	0.76183	0.00151	0.0	0.0545666666666667	0.130073333333333	0.0142933333333334	0.391746666666667	0.06299	0.22794	0.04273	0.0	0.0078766666666666	0.286383333333333	0.0508133333333334	0.371256666666667	0.182776666666667	7.9999999999969e-05	0.0500166666666667	0.0030799999999999	0.0	0.157546666666667	0.06374	0.0	0.0124466666666667	1.0	0.0	0.25698	1.0	0.02899	0.0945833333333334	0.0099233333333332	0.0	0.42003	0.235523333333333	0.962843333333333	0.235523333333333	0.05385	0.291043333333333	0.183803333333333	0.0556166666666666	0.0460666666666667	0.0978233333333334	0.02121	0.0	0.612206666666667	0.610096666666667	0.0	0.0490233333333333	0.357656666666667	0.04359	0.0761966666666667	0.177876666666667	0.110663333333333	0.02813	0.145506666666667	1.0	0.0047199999999999	1.0	0.0	0.472496666666667	0.0016333333333333	0.369476666666667	0.46912	0.0	0.530286666666667	0.0	0.0	0.13169	0.236043333333333	0.0054499999999999	0.0032499999999999	0.217763333333333	0.0605733333333334	0.729903333333333	1.0	0.0	0.382213333333333	0.0027933333333333	0.482036666666667	0.212956666666667	0.2482	0.0	0.01252	0.41445	0.0016566666666666	0.0734900000000001	0.769413333333333	0.37499	0.0800133333333334	0.10209	0.0	0.440436666666667	0.0836066666666667	0.2155592280701754
Th2 cells	0.34962	0.699133333333333	0.278216666666667	0.341326666666667	1.0	0.433356666666667	0.946816666666667	1.0	1.0	1.0	0.512863333333333	1.0	0.483763333333333	1.0	0.664573333333333	1.0	0.444556666666667	0.554143333333333	1.0	0.688896666666667	0.719276666666667	1.0	0.51519	0.718013333333333	1.0	1.0	0.67351	0.925736666666667	0.0543733333333334	0.82546	0.771076666666667	0.984803333333333	0.370473333333333	1.0	0.338016666666667	0.935486666666667	0.67481	1.0	0.917546666666667	1.0	0.732203333333333	0.983463333333333	0.74525	1.0	0.627783333333333	1.0	0.851096666666667	0.623996666666667	0.859256666666667	0.642773333333333	0.578326666666667	1.0	0.570926666666667	0.311353333333333	0.308416666666667	1.0	0.22731	0.204403333333333	0.586626666666667	0.250996666666667	1.0	0.467973333333333	0.606463333333333	0.833683333333333	0.821523333333333	1.0	0.668433333333333	1.0	0.80406	0.80547	0.0008266666666666	1.0	0.22566	0.450153333333333	0.32881	0.75172	0.625233333333333	0.924396666666667	0.0049166666666666	0.712703333333333	0.0405466666666666	0.710403333333333	0.99834	0.884553333333333	1.0	0.711606666666667	0.85393	0.709223333333333	1.0	0.21546	0.973106666666667	1.0	1.0	0.253766666666667	1.0	0.7085072280701753
Tregs	0.0	0.0263733333333334	0.0	0.12598	0.753413333333333	0.0	0.0058866666666667	0.24582	0.0137333333333334	0.21541	0.08495	0.104226666666667	1.0	0.43468	0.0296366666666666	0.0747933333333334	0.0225366666666666	4.99999999999945e-05	0.0	0.05433	0.12183	1.0	0.02272	0.02707	0.568823333333333	0.192946666666667	0.0	0.350053333333333	0.474696666666667	0.0	0.25838	0.02499	0.14724	1.0	0.0	0.04373	0.0	0.0	0.0401666666666667	0.0008466666666666	0.0173666666666666	0.127246666666667	0.0238633333333333	0.0185033333333333	0.11006	1.0	0.0101633333333333	0.0052999999999999	0.0223133333333333	0.02225	0.0016333333333333	0.0315833333333333	0.0258933333333333	0.00058	0.0128166666666667	0.14724	0.01022	0.0	0.447133333333333	0.0	1.0	0.0080366666666666	0.0858333333333333	0.05355	0.0209566666666666	0.514953333333333	0.0039299999999999	1.0	1.0	0.05071	0.0357933333333333	0.500003333333333	0.39769	0.07712	0.0011533333333333	0.0987966666666666	0.0	1.0	0.0549133333333334	0.156766666666667	0.0	0.0199433333333333	0.01263	1.0	0.134326666666667	0.0	0.6206	0.0252466666666666	0.0	0.0	0.114933333333333	0.0669866666666666	1.0	0.05271	0.05461	0.1964386666666667
aDC	0.74105	1.0	0.0	0.0065466666666667	0.0	0.0	0.682793333333333	0.190926666666667	0.0	0.859623333333333	0.0	0.0156166666666666	1.0	0.0	0.498993333333333	0.00031	1.0	0.0	0.30148	0.520693333333333	0.0005366666666666	1.0	0.25283	1.0	0.0717633333333333	0.0046466666666666	0.0	1.0	0.0001566666666666	0.0	0.02547	0.0	0.33893	1.0	0.0	0.10512	0.0114433333333334	0.0	0.0	9.99999999995449e-06	0.0139066666666666	0.01369	0.0	0.0005833333333333	1.0	1.0	0.0	0.375233333333333	1.0	0.165643333333333	0.0	0.334906666666667	1.0	0.0	0.0042933333333333	0.360793333333333	0.665896666666667	0.0	0.40827	0.0	0.153726666666667	0.234573333333333	1.0	0.503953333333333	0.0	0.0029533333333333	0.97934	0.0014733333333333	0.0	0.0844333333333334	0.31234	0.0622833333333334	0.71753	0.805696666666667	0.00443	0.147416666666667	0.0	0.00039	0.0645733333333334	0.0725966666666666	0.0	0.140933333333333	0.0	0.04667	0.54762	0.0024866666666666	0.21175	0.787533333333333	0.0	0.0	0.63583	0.0413333333333333	0.0024433333333333	0.0	1.0	0.2793312280701753
cDC	0.142626666666667	0.0	0.0	0.359403333333333	0.0	0.0	0.0	1.0	0.0	0.00404	0.0021633333333332	0.149323333333333	1.0	0.0393633333333333	1.0	0.08049	0.0824966666666667	0.0	0.0	1.0	0.0436266666666667	1.0	0.0376266666666667	0.298126666666667	0.23526	0.0	0.0	1.0	0.0	0.0	0.122643333333333	0.0	1.0	1.0	0.0	1.0	0.00058	0.0470466666666667	0.0006733333333333	0.118323333333333	0.669623333333333	0.139443333333333	0.0315966666666667	0.0	1.0	1.0	0.0	0.0078733333333332	1.0	0.0537066666666667	0.0	1.0	0.83444	0.0006366666666666	0.0	0.0	0.0	0.0	0.0406633333333334	0.0	0.75806	0.0008266666666666	0.0066399999999999	0.29159	0.0015133333333333	0.0315966666666667	0.0231166666666667	1.0	0.0	0.25129	0.0016366666666666	0.454563333333333	1.0	0.0002699999999999	0.0530766666666667	0.37969	0.0	1.0	0.0260433333333333	0.07053	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.7107	0.0	0.0	0.123943333333333	0.0	1.0	4.66666666666393e-05	0.0223	0.28157084210526306
iDC	0.02035	0.0139166666666667	0.0627733333333333	0.604706666666667	0.837396666666667	0.0004899999999999	0.0119233333333333	0.216636666666667	0.0119233333333333	0.0023933333333333	0.0	0.798703333333333	0.12843	0.458886666666667	0.582376666666667	0.07196	0.0527433333333334	0.0021666666666666	1.0	0.796266666666667	0.627336666666667	0.77417	1.0	0.0287833333333334	0.642066666666667	0.06676	0.0010566666666667	0.224023333333333	0.0	0.0287833333333334	0.0031933333333333	0.0092633333333332	1.0	0.0031933333333333	0.27627	0.17297	0.19211	1.0	1.0	0.920086666666667	1.0	1.0	0.186706666666667	0.118696666666667	0.0	0.156923333333333	0.0261266666666666	0.0	0.35384	0.844413333333333	0.107863333333333	0.28404	0.0017099999999999	0.07869	4.000000000004e-05	0.0055666666666667	0.0	0.0510233333333333	0.0	0.0013866666666666	1.0	0.0	0.0	0.153696666666667	0.00194	0.0	0.12555	1.0	0.3299	0.41657	1.0	0.94349	0.56761	6.66666666671034e-06	0.57506	1.0	0.0046	0.349286666666667	0.0	1.0	0.0125866666666666	0.00229	0.0139166666666667	0.846596666666667	1.0	0.0	0.0554666666666667	0.00294	0.0	0.428346666666667	0.27627	0.396186666666667	0.796266666666667	0.0914933333333333	0.158533333333333	0.32010252631578956
ly Endothelial cells	0.0	0.16203	0.0	0.0	0.08739	0.0759433333333334	0.0999833333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0364566666666667	0.0	0.0	0.0	0.118286666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12369	0.950286666666667	0.0	0.0	0.0	0.641526666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.373056666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0659833333333333	0.0	0.0	0.66446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04840866666666668
mv Endothelial cells	0.0	1.0	0.0	0.0	0.0	0.58857	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0236766666666667	0.934556666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0080666666666666	0.0	0.0	3.33333333335517e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009666666666666	0.1461	1.0	0.0	0.0	0.0	0.103896666666667	0.0	0.0	0.0	0.0105499999999999	0.0	0.0	0.0	1.0	0.15025	0.0	0.52395	0.0	0.0	0.0	0.0	0.0	0.0	0.0595433333333333	0.0	0.0	0.208113333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00233	0.0	0.0	0.108456666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0933582105263158
naive B-cells	1.0	1.0	0.0025699999999999	1.0	1.0	0.114216666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.15111	0.0278366666666666	1.0	1.0	1.0	1.0	0.0003966666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00329	1.0	1.0	1.0	0.223203333333333	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0416133333333333	1.0	1.0	1.0	1.0	1.0	1.0	0.444983333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.538923333333333	1.0	1.0	0.396636666666667	1.0	1.0	1.0	1.0	1.0	1.0	0.8941555789473682
pDC	0.306443333333333	0.54577	0.0709733333333333	1.0	0.834416666666667	0.189703333333333	0.209976666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.393346666666667	0.237113333333333	0.54355	0.58406	1.0	0.567863333333333	0.343693333333333	1.0	0.508236666666667	0.32468	0.39535	0.0867766666666666	0.251553333333333	0.81156	1.0	0.171613333333333	1.0	0.0	1.0	1.0	0.570106666666667	0.57688	1.0	1.0	0.556676666666667	1.0	0.814813333333333	0.372433333333333	1.0	1.0	1.0	0.64453	0.200953333333333	0.306443333333333	0.53906	0.385683333333333	0.0660466666666667	0.333176666666667	0.266746666666667	0.285526666666667	0.53906	0.368853333333333	1.0	0.957593333333333	1.0	0.605313333333333	1.0	1.0	0.482576666666667	0.293596666666667	1.0	0.841296666666667	1.0	1.0	0.534603333333333	0.657493333333333	1.0	0.0683766666666666	1.0	0.36708	1.0	0.586203333333333	0.27614	1.0	0.869726666666667	1.0	1.0	0.14617	0.678026666666667	0.78643	1.0	0.283993333333333	0.29035	1.0	0.43582	1.0	0.627523333333333	0.586203333333333	0.6692440701754386
pro B-cells	1.0	1.0	0.976896666666667	1.0	0.34127	0.686643333333333	1.0	0.203826666666667	1.0	1.0	1.0	0.95602	0.0780566666666667	0.625393333333333	1.0	1.0	1.0	1.0	1.0	1.0	0.34273	0.392573333333333	1.0	1.0	0.38977	1.0	1.0	0.64351	0.283026666666667	1.0	0.85996	1.0	0.367553333333333	0.323926666666667	0.628863333333333	0.7281	1.0	0.704563333333333	0.645383333333333	0.518986666666667	1.0	1.0	1.0	1.0	1.0	0.48431	0.74555	1.0	1.0	1.0	0.686643333333333	1.0	1.0	0.24076	0.281836666666667	1.0	1.0	0.41641	0.301593333333333	1.0	0.216656666666667	1.0	0.66097	1.0	1.0	1.0	1.0	0.4051	0.266303333333333	0.864143333333333	1.0	1.0	0.3084	1.0	0.300153333333333	0.915496666666667	1.0	0.284213333333333	0.501493333333333	1.0	0.266916666666667	1.0	1.0	0.116126666666667	0.274173333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372776666666667	1.0	1.0	0.7748113684210527
