	TCGA.CH.5765.01	TCGA.CH.5746.01	TCGA.EJ.5508.01	TCGA.CH.5794.01	TCGA.J4.A67K.01	TCGA.EJ.7321.01	TCGA.EJ.5512.01	TCGA.HI.7169.01	TCGA.V1.A9ZG.01	TCGA.J4.A83K.01	TCGA.CH.5744.01	TCGA.Y6.A9XI.01	TCGA.EJ.A65D.01	TCGA.KC.A7FA.01	TCGA.YL.A8SA.01	TCGA.J9.A8CK.01	TCGA.YL.A8HL.01	TCGA.HC.7231.01	TCGA.EJ.A8FS.01	TCGA.YL.A9WL.01	TCGA.VP.A87K.01	TCGA.M7.A71Z.01	TCGA.CH.5737.01	TCGA.J4.A6M7.01	TCGA.V1.A9OT.01	TCGA.G9.6336.01	TCGA.TP.A8TT.01	TCGA.HC.A76X.01	TCGA.G9.6363.01	TCGA.EJ.7785.01	TCGA.KK.A8I6.01	TCGA.G9.7522.01	TCGA.VP.A876.01	TCGA.QU.A6IN.01	TCGA.EJ.8470.01	TCGA.VN.A88K.01	TCGA.EJ.7783.01	TCGA.HC.7821.01	TCGA.G9.6329.01	TCGA.WW.A8ZI.01	TCGA.EJ.5519.01	TCGA.ZG.A8QY.01	TCGA.HC.7749.01	TCGA.KK.A8IM.01	TCGA.KK.A8II.01	TCGA.H9.A6BY.01	TCGA.YL.A8HK.01	TCGA.HC.7232.01	TCGA.HC.7077.01	TCGA.HC.7819.01	TCGA.V1.A9O9.01	TCGA.VN.A88Q.01	TCGA.HC.8213.01	TCGA.G9.6362.01	TCGA.KK.A6E2.01	TCGA.HC.8262.01	TCGA.EJ.5496.01	TCGA.VP.A87C.01	TCGA.MG.AAMC.01	TCGA.EJ.5524.01	TCGA.KK.A6E7.01	TCGA.G9.6364.01	TCGA.HC.8259.01	TCGA.G9.6342.01	TCGA.HC.A8D1.01	TCGA.G9.7525.01	TCGA.CH.5790.01	TCGA.HC.A6HX.01	TCGA.J4.A67L.01	TCGA.KK.A8IH.01	TCGA.FC.A5OB.01	TCGA.QU.A6IP.01	TCGA.YL.A8SL.01	TCGA.CH.5741.01	TCGA.CH.5752.01	TCGA.YL.A8SJ.01	TCGA.EJ.5498.01	TCGA.KK.A6E4.01	TCGA.EJ.8472.01	TCGA.KK.A6E0.01	TCGA.HC.A9TH.01	TCGA.HC.7209.01	TCGA.ZG.A8QZ.01	TCGA.FC.A6HD.01	TCGA.YL.A8SP.01	TCGA.CH.5766.01	TCGA.G9.6354.01	TCGA.HC.A48F.01	TCGA.EJ.8468.01	TCGA.CH.5764.01	TCGA.J9.A8CP.01	TCGA.J4.A67T.01	TCGA.EJ.7325.01	TCGA.KK.A6E6.01	TCGA.2A.A8VL.01
MPP	380.19665806054	260.064159095946	479.610976123918	293.211668788237	614.329175286466	630.732113202018	387.520103778222	330.771294035499	473.982325522954	291.190674922466	315.783105840534	374.226118253849	451.418161866597	364.779981290914	286.376222275687	298.346013195791	180.058701231305	404.372276546371	266.530601005521	317.490593213769	370.596922037865	397.779710387554	319.375012375139	367.884675258145	423.34699123607	291.602878276235	542.133885565825	308.266976015963	409.99291565344	572.335466354716	324.548983285174	391.501002664859	342.317286338863	406.924630830791	721.610809442527	300.809156745131	379.799757317861	549.488572303914	425.653115081591	358.748457564758	301.256545593522	270.223947042753	354.968223616831	341.928825429987	225.699616454744	328.845832790652	379.545713156923	353.100031713588	296.630103878587	334.641099776776	862.05944583006	296.415114002135	344.709569181827	304.043528241899	665.27833168186	300.289238157283	310.945006080098	1084.92168165773	290.150773296091	499.940082597698	450.74962525507	239.708173385569	310.421293816946	308.345875621571	368.712717374214	349.753182762365	347.91623307364	350.998906077712	601.205303204158	466.15204958106	376.71918903587	311.457441244299	354.955416732577	335.841098661208	389.755589709448	240.904653557083	447.196973918471	530.655025890176	278.644346145925	337.106472273227	293.274693432008	225.697821362194	428.843475020812	591.022215842487	351.76030276156	425.19399062138	317.602196437572	257.221955256212	387.386657710006	417.225573600003	552.818744065444	292.232959775211	360.165527042175	394.567947073024	215.986900285934
MSC	356.310370556922	272.400305492798	72.297049585964	435.246905825065	884.096352007213	417.010470435611	301.559916387137	1025.92340537553	545.234516846417	556.590767325827	462.108272595276	554.79376232564	937.80833785451	818.665008981619	452.250163350486	720.298993463182	495.200459855032	466.765399783779	502.719373414269	517.538322480383	572.958178183138	859.670196687537	478.25479606168	603.137442579113	813.215469397069	508.27107721495	479.433125264664	652.501672679631	447.407528386557	224.68016328919	601.945391443529	511.623195048391	471.667455812421	1168.05422365526	236.220554969622	574.543136583289	189.224745170778	562.793327392541	650.004975319769	472.835505758453	600.49381051681	704.384500018482	520.850822417771	441.457607130816	392.768352464828	965.491900831159	404.399500845316	501.333605585809	629.536521383994	405.915261152566	394.699774801098	464.531566592456	488.629369983421	596.471592228829	464.561194025119	447.381753567632	267.904356022098	348.014155032644	721.66500723013	195.916571160906	849.181282507754	389.78797893227	556.5081496907	580.343412932412	361.647964361293	793.996837899372	321.296271124001	961.973561497716	924.757115777533	484.88792607863	520.257213865636	587.125569587385	515.841259273619	409.660617956129	333.569498749568	455.131437347283	153.815443435017	962.201302996979	346.376049805436	633.855628696445	479.463016309091	372.588702707186	479.410642871581	861.585520401758	486.792068262458	261.306533988531	645.642059721902	582.974356189199	313.694496759227	253.369265387927	614.085544599216	433.002903790195	949.001261812525	523.171595258865	552.597436642231
Macrophages	285.570764383739	219.107893567991	399.964116329246	319.00937172704	473.402642294073	354.297217918753	262.402219119454	392.627105889735	413.653639072229	358.1472542476	391.02020765759	384.792439980908	341.97856969569	575.899842241501	385.739387943812	330.007810736213	308.814949744014	443.763800355127	507.273245443621	317.695798198634	271.101543892715	296.029471433668	400.861950600665	270.257678346796	168.969338930795	480.928217566778	696.813290878015	345.020560687642	552.252064339732	305.515411089543	316.997112263556	562.970242434093	248.930395522014	355.65393029954	721.840175006024	361.600203951985	37.0682863490298	581.703585391257	302.558837890116	414.163645141609	401.526934544488	306.014962645619	584.604573738035	318.655795230951	300.717533426248	293.257663192554	318.382164921659	501.082716619095	471.028391769588	373.399900676922	459.033526508601	369.590156583935	448.110450885981	548.306620446995	319.934622620186	233.507912559924	319.652065119869	641.874153734793	464.235492541068	402.299006962153	685.9341856136	474.924982580685	344.552930916927	470.30647098558	328.27217981505	665.819376878755	522.447003115034	366.113152682575	786.069118437633	489.312582020147	446.578648973183	369.303932442559	299.218390114079	427.866922523405	230.727811648038	124.732891159044	316.231694823694	524.701990461159	408.455955824058	459.726359621245	459.894396179218	421.326157651896	349.832001367993	576.209985181921	232.531910029033	285.00112601301	557.066079247839	401.83650102944	504.432923646814	290.861108964168	561.338043522401	406.498052005179	518.444377635686	389.101631136079	352.792616799116
Macrophages M1	120.941154127265	135.560998934358	399.851015885533	316.173944643605	637.807506178453	289.92645575126	153.337640209157	476.780800977954	546.727894222324	319.101854650533	391.484692010705	353.376335804278	295.578909731724	596.498543791163	237.1602545479	443.911507231694	293.844172915791	469.016192349163	432.065592898496	176.405698783045	267.056237808003	223.854422172394	367.624633928422	136.778011900021	158.457283362872	478.236467671178	755.379347922124	144.901588380865	315.673767140375	367.063354211662	342.127635231962	443.135561028801	91.7040080343834	398.233280959469	826.81770310944	418.023008264202	131.86056001134	688.227630503673	334.989622350077	403.588937231388	380.344687383666	386.62472564842	619.697222706757	354.571426533451	161.316447403327	320.358331409507	422.706530275993	476.400259165678	422.605360867834	246.77802282638	645.722336899063	216.788073327405	293.14476551667	498.643598283179	182.089115220921	214.005945348239	198.964883607995	904.852780696295	363.757512261703	417.554641353787	690.911244521922	378.118204380519	254.768757518084	359.475039985612	379.051995693157	567.801950300538	352.284476552932	652.532827223462	922.40008880863	380.421072405365	390.176439351228	382.085773838758	113.21639660333	200.075017623638	124.774499544267	163.889237431429	416.200882568849	511.368414977664	317.736986107471	478.957535005942	417.450247929678	396.548588070649	364.875797372386	532.115174267834	60.0425917366163	357.996959964769	486.505609668693	241.583033045257	619.751403525617	261.372362240887	517.915349201095	462.999550333487	636.061169594993	347.960686535639	351.542334353243
Macrophages M2	340.99958135972	273.959939242206	324.390280401103	331.968488155556	422.268901601346	318.249138296847	173.940982490304	535.396923047848	477.175734213959	372.414611574504	480.397633533492	379.055264467453	348.634938191974	481.404882769239	490.810213940004	303.32021764894	260.37679514181	413.181619372265	440.99667432205	504.325904858174	265.827112235115	427.615703088494	351.446033064392	351.512123124872	148.918016305863	481.154110794118	615.215417338595	327.998363979843	440.632632558537	266.844356558515	402.834147869851	555.746154487717	212.833879086213	290.333212492772	410.43636979841	457.656230699608	90.4947020068434	640.347946661988	252.752302814938	416.840666744787	510.200975661683	264.364739083926	621.284869753363	330.730351091157	346.030416345226	291.383337115212	326.31365113667	540.178140731168	490.49742224038	440.492621350031	375.407563343513	443.794776222108	471.870392455472	538.800728173316	385.54669289861	233.517013728343	318.530865186694	518.109938108783	477.206204086051	377.598150080185	636.793137377337	463.646060302565	400.188662208959	440.128440201274	336.159363541932	647.823259063537	535.814728903274	381.479504805755	708.945549929688	483.982249740878	382.170588865309	314.246474738206	315.205651332786	704.778666276729	402.423332447981	182.343522788646	265.639992420372	465.509304644819	384.746973353488	327.655922297657	382.25321022812	475.007023972488	285.613226970752	528.657634295137	534.872965441486	299.051514098476	555.460420121411	342.985194127791	374.980393455137	281.042366270628	514.754853693638	576.738714795558	380.191800206977	303.448642111326	407.399820514358
Mast cells	575.241059261147	516.625037218093	542.332944240805	385.706786326151	140.516525482841	486.088408173939	409.624316789268	230.958221759722	550.185264449368	411.762675168112	410.88473594025	524.213513867382	287.88386931537	407.669897196599	482.460479110726	292.023071039161	511.288943838265	493.426254407537	493.763350174004	456.70591794145	482.562789980808	348.465479636573	364.457380814191	457.885965561139	331.617548815976	278.630470128363	546.572292266492	478.022006031791	378.707977581218	517.26470784114	418.355030589108	410.074457181885	453.127650252849	209.770106228872	489.140759781614	456.672907813281	518.467306287165	435.420707679569	310.452339462111	528.626339906965	370.806951329211	383.62878802802	543.611128815949	445.184632052596	523.516339964847	238.567587050579	445.182509994396	435.886821549801	435.638560529068	422.794103756046	509.436851470525	493.510894899902	491.896151326542	324.455909453364	563.648029398302	410.163282882386	501.054544396379	447.065783916641	340.677463665781	572.799274322924	296.021112803428	422.824179401816	420.54514262238	392.677208045054	426.652917871377	387.565127031274	506.357316444129	0	282.783133767109	472.146825932717	507.720083947928	224.045194495659	385.815465622639	574.858521941468	536.835757401284	443.260150044504	444.191559169662	192.240595322779	320.885980927497	378.320942051614	451.486118857634	422.756791151468	410.483225090306	327.879227255224	467.231021446676	550.098039294752	316.927393511278	599.012679810971	561.359693090643	484.947513082053	820.174843821765	379.546774995114	114.047818693476	303.125473360726	362.188269477227
Megakaryocytes	933.232409658965	840.59825970113	1027.04433101735	699.678278456244	360.519857236982	909.768656194732	840.876619596103	511.726635157952	917.388384642486	891.663726266918	780.959401823596	971.371470384624	717.161541112413	930.068633290583	752.168272937486	977.019650265887	873.280065159973	1006.16077615237	798.004432060888	653.565403936008	810.140422458408	372.059782239516	965.693521974781	1066.42518188541	702.700787001506	568.359514880263	1003.42765910115	836.524743932973	836.542941620943	844.200756363582	697.156779636728	977.078410757096	657.46415113769	303.485011497249	805.599633228082	961.993284304721	1004.21711949733	903.475228421983	774.664437395183	887.708441274371	1020.6760845958	1117.50420929299	1028.67148799709	848.793652234504	490.826783221299	676.840550093268	903.016865312712	1206.15799317915	690.759126910842	1016.39669061254	850.813839431102	639.530082220075	1013.85553238141	859.10043394774	805.634803596045	744.139004347424	729.682768553425	977.187234641495	631.833538494524	897.596163025185	847.234800308323	874.864585898052	983.742093495807	745.279308799157	914.612700857422	833.860228245386	875.045705981737	462.384641707698	672.951841675168	597.042008585389	922.200189083884	668.725728879035	697.758452661838	983.701677893777	790.500105400923	878.889959106683	1027.19918823913	673.829566601078	572.755435495266	1103.76129705753	432.264819412767	850.592260051889	822.983647628266	613.008720031174	729.271523574435	704.182214400169	659.769784285463	595.240556643018	1348.54081256481	845.591328927984	1224.2827356045	844.337219493144	494.784473054369	646.096886760014	759.949940421474
Melanocytes	627.493320853822	568.720221915818	628.83430433245	814.399936333247	565.260694390832	639.459310537625	642.827584937523	575.811602420882	532.804792260065	740.188804237997	1012.56783511555	492.238098332701	470.484454037126	703.786648099213	932.758805925396	1305.74608646282	821.767058448516	991.384136155193	689.200741979995	696.455209679307	654.874814303092	514.591719528786	840.895109897017	562.78822060613	589.951772819091	519.456823121056	1139.6076929052	646.60402965707	547.919669515047	718.474255171073	853.068410716446	783.691428373577	545.94230352919	966.47229321358	527.662390140807	831.494385784038	897.671883458492	804.151197416464	411.851504545652	431.097242500183	705.840468278178	703.45190895928	743.504112656912	872.206076413381	623.826408622912	510.744038862864	658.480358688672	702.739224814552	878.184876831718	795.066526634088	781.234543301972	713.815851293536	647.5046834344	621.139215735952	662.42209012682	534.164077465917	898.064503420351	833.410616844688	936.31957432016	945.768866089371	279.131770966427	999.649044582443	676.96130798521	759.400342588805	713.87495480131	1059.82996444752	948.486204705516	556.201357669586	960.783206531868	810.50597242189	433.672407097149	516.415085030044	605.868132197083	818.13436812111	473.144142831497	466.880144782079	842.564300935388	613.889858242833	449.328914683276	878.2392984428	891.815380874289	985.242774979266	560.867247559641	276.928955873965	725.732552985513	819.600758116411	695.079382439171	646.624509184304	792.852583991077	801.150808836901	703.192099687156	725.462175516314	556.29486973617	744.256426158007	846.860721496655
Memory B-cells	326.753492274989	230.213401311535	436.461329441176	212.865947157369	535.845704451711	563.869811234806	318.094568279668	327.857592757821	177.040020453005	217.246236705324	207.047920612527	353.694556222479	271.945948279406	260.105893593761	271.335076797009	113.231752246194	241.590351089137	406.497027417428	397.415681016987	192.603267095861	326.900486843261	150.272936246786	319.331667571848	252.563417664186	460.178167441249	246.998185022133	253.304048439234	224.862988800366	487.890478167046	418.327475531798	314.621289303263	242.269860483369	206.43543123174	268.191074511299	684.65429210328	193.151649242166	323.824358174513	572.094425752515	380.103743908064	275.433951742861	212.713854924025	225.976780828908	237.960840525491	237.763753436955	208.237381727341	184.826259742972	324.250125583633	149.980541028494	242.001784583366	254.561460087625	1216.35142012197	227.871193114602	257.18791552771	198.020829143889	615.718781382249	185.123150884419	282.98173155248	1472.59787151331	187.368995320024	295.964404647982	322.401068684922	112.118097132167	246.762546727787	238.172931112834	268.86349846342	155.536520546608	256.1231466068	370.951051331592	432.816659801344	624.454368287697	350.666339488225	271.955339589576	266.181599748975	191.597472876847	223.907918778806	148.509215850573	251.816171514705	504.83832149277	179.90428710221	322.047995103879	266.461176973553	222.344220925407	359.398294609468	612.967692438952	218.94990042247	452.839561408107	238.789814417639	223.505558342352	340.50739383793	269.78246968035	427.206011627395	250.37576624742	234.308604253941	237.777853979505	250.140840273842
Mesangial cells	426.702179988438	530.419727947622	775.159080068982	719.332605253981	738.215761587689	492.32570997616	592.883539262716	1232.39173705922	693.544978955742	800.847180947578	778.367580732634	679.309240567544	664.135830554114	584.358612350178	591.163309040993	1087.22617002988	644.488214306573	590.955018910578	80.7774144155789	698.011612799157	634.558964135517	711.999919013128	562.17635025895	715.214269725438	782.303335129846	907.954066957261	638.416197693936	539.501267895603	535.184068239424	927.175525242062	641.038268173159	753.01517146965	485.29467103501	690.492897818797	417.598242502984	744.030730805107	774.612628179202	733.731291429519	905.876570714156	549.342566761466	885.496951493373	577.179651253828	538.748182163371	800.542533334127	374.762577527355	781.828673709583	992.727862602078	688.790127800212	472.176487995924	437.18405483655	814.824275281088	720.3191862962	228.994293303106	888.909877365297	460.843527221643	542.663336073661	499.185706428714	1036.66189659179	512.32511376457	735.841279291582	647.217648053169	959.220848358016	430.586406721208	655.056980819711	837.955658608359	729.331576475657	559.786796118293	1189.9977561516	762.042917955549	599.631724747153	480.878992873773	663.989510956477	804.614138579797	533.325916621648	503.370256924488	848.322348830326	838.834305503361	679.119160382339	837.176650432933	308.648066106318	815.215925265548	722.798927747461	934.564428388212	210.150921402235	600.098095901038	459.796793583115	637.32134746443	650.852839202834	662.795116774313	619.892708576897	740.263277773304	517.731919387396	839.026181639878	804.90686325681	668.008608059399
Monocytes	334.205565229677	302.700416117579	598.749860640542	433.193792127567	487.619603766288	461.1325022487	192.453889589228	382.011727796911	471.343441132434	309.01483176271	564.352750772622	458.520359064091	133.95810592109	487.58861889178	414.188106199045	529.565355511597	387.314775386603	443.214226726397	371.628000486536	256.341039651481	255.33156085396	129.367530732615	480.656175804072	289.085926046398	330.895040594768	327.197388247545	700.023895549244	223.195032972987	369.663324019801	671.108370776934	347.18701883365	391.189254048342	148.079163567737	192.943691378671	787.089570589511	415.348007410083	441.430419137894	729.583813115806	412.721381853999	380.122417986023	458.468185248181	368.356553948703	544.854075035952	508.135361388421	187.298330504902	90.1214075426183	520.137803611864	367.568601894673	324.883352062063	233.348289351198	598.634058599105	301.886857483368	307.34147403282	438.74483032043	297.502218959201	321.521345186666	262.483576328113	1014.26961502447	373.324923874982	615.156127344759	295.640955580349	303.417520162754	350.055358449385	315.30947178349	399.594138313683	505.393759270846	579.66943072306	411.016701180181	565.540323251399	281.259996123882	439.449065665816	273.003778531764	180.687980978742	280.555904330965	423.744874535742	266.613368583628	614.866658981491	435.854303191693	399.643144671421	385.555839352205	609.339348746333	331.706936494999	417.965952187522	476.848142561224	253.968026953502	459.583745405754	356.670368271579	428.493757561275	786.034038004787	482.37554935008	417.379813135343	618.441669152224	330.948965048263	381.659316643252	329.908887247249
Myocytes	671.462063050986	632.675177218588	632.673385085261	607.273860846611	348.734887557528	558.271391108769	659.887692864564	2790.15641147946	542.072611973811	594.390773412114	554.509513660572	524.032180494138	563.284202258324	588.960242748531	460.727589595344	609.664254502612	488.814851027701	518.243210933157	524.334425965835	472.889507863623	583.119501949641	330.366356575962	523.913796197006	640.336572123569	471.198333722499	440.165477733644	423.831444644608	572.460044568165	1020.22687183407	700.519736864592	579.388758838935	697.050606856833	701.46457833249	522.602573402303	412.633832050408	511.298077645867	571.437739984877	480.636188492985	601.442672255353	581.120621612611	550.349178347268	616.346966930581	643.561647356845	564.243217493121	492.688554121267	689.05777752402	501.380815099716	623.591692520101	516.235023175618	614.354819271766	407.163957137045	485.028392279704	630.357346213859	786.741376910729	650.060341032314	443.19910403232	628.877690313487	437.005710490622	572.195294424821	617.225552403655	456.778337414375	783.21675790209	642.01538350122	566.850087721192	470.580492965925	643.144559613987	603.626023471148	360.245067115089	462.595832733249	585.926556027894	725.872867082025	512.952992276419	607.156130210893	608.046589102175	718.119872372901	625.108145111055	631.528102749021	483.593920240525	636.65353873933	471.221480534554	474.463552573641	579.532901819606	546.140347985988	470.063203645209	634.284719443374	509.364681703496	492.664641853643	626.542413025655	493.631230056044	672.977598568035	537.840286972858	524.057377404487	311.363681397664	586.588525796683	534.62888698521
NK cells	604.92625558351	585.171666645634	659.233499333791	383.087849508022	374.361439062123	609.670918917545	529.351514829847	229.831140376309	439.840949135931	366.833372490848	422.043239939216	540.495763795722	257.857316759542	491.126499787182	538.040497164901	264.573390379285	513.681247952798	559.601103514522	580.072935011044	485.728539856948	537.941641753695	299.579089024132	452.436902190646	483.688630706453	577.525159097985	376.57869402695	711.158675295062	435.350757066614	574.590966771472	577.988236117894	456.022800370965	489.560482024394	521.855708403202	281.926429041532	820.173829871357	526.668834566894	541.845643983533	621.382065781057	450.546528942212	648.181676005044	556.12835688514	311.984924240906	563.125313451107	582.469562497902	560.846340216121	321.614572291979	393.411869696043	583.36551733774	571.093786588301	548.307256409485	662.954368847976	461.938759436863	571.988703681913	529.461820875729	636.091180908886	486.589937011661	637.065321572587	838.646926732271	399.898760523819	762.153872279892	357.018721225385	468.653125193539	489.027683053068	449.810096682085	560.480856465936	303.593269937913	584.063240209879	189.86030450582	496.061576391839	382.088050748236	724.936161203466	377.314700615624	467.489814770614	566.562754345054	632.007902208078	389.638079628492	601.556625978014	379.658371405946	543.906784691551	553.096927685102	503.325394272481	508.643718192713	511.138676969488	390.308545061666	508.190106375695	709.672763049376	421.030086706513	580.703074671813	639.878548307936	696.919920657548	500.966187650854	392.083903262325	206.478320420186	574.140594761799	508.612103686788
NKT	261.806238927435	297.167518934352	170.241605975193	490.866934279773	644.217522568144	408.184857828026	314.59810779301	1448.32430309684	680.496496179653	573.896297185851	557.043298772727	384.546547245582	657.447738180795	655.755279399255	359.368501358769	904.480629014842	351.832886485943	343.220073309554	262.490583686187	543.358601804047	349.977813418061	617.641039610035	292.651331899625	241.452698485855	547.910637958912	690.717740400311	210.908101432537	310.46500862097	257.440587160357	392.224492104468	436.174191061054	534.166622825193	259.739447070307	789.214475912976	329.175677222488	468.342635791619	200.851389113062	351.174318790629	648.477432602814	289.153444987795	296.981273340588	478.29240334409	527.40409523356	523.937395339823	391.921970359408	599.615231058193	676.799928398448	380.945763324753	594.359303884683	260.5410368538	384.748316821673	398.179792169192	194.453517276557	463.143588185197	301.880127048735	235.454558318677	184.467908682494	692.409375548662	396.404426545496	190.029477375247	601.158042544249	651.563042904826	345.295325030993	484.857271120612	384.057267685834	710.81006374409	435.987302649763	881.39775483619	740.078845294375	669.242737631282	178.13114230094	574.649522211006	624.895755657351	220.985711317049	286.082944594591	351.388337638294	252.748949538994	658.766038351507	277.969191129572	390.547849659925	590.730744503024	638.293010078948	574.879025235333	591.682314409287	232.956846696729	366.570019641928	507.249368375168	132.502948396537	202.48488408679	358.707020454695	509.912036030574	622.395215158329	916.004688537466	616.095955506548	467.486192875916
Neurons	496.554660091158	363.21383145453	494.224392844583	489.136731908396	269.288309744078	361.86091513022	498.055964507005	838.285443945828	428.150152414232	448.190918509389	412.035814903509	140.767582874498	226.10670251842	163.773646887112	351.248235658168	589.444835032787	377.088281506902	394.258814242059	78.3553541452567	619.055142530256	364.158965777022	682.899190301477	233.340094735683	620.068436889341	724.321400757909	408.532516188695	545.44102327983	412.411135374218	604.402153381879	498.130925202167	408.869919683321	475.461250647622	402.235137479343	412.231282566631	158.339372866205	378.612940118245	577.355900617638	507.253160952466	646.79242624566	296.625827511753	455.35865220009	558.227803689796	350.393846629514	432.506747943632	439.165373181132	523.069139962146	378.806364555299	626.852902057721	284.725751076777	350.22136584911	344.98565717865	466.07269572074	424.838469851384	582.104605111058	446.32199729967	445.257274767252	402.464187837967	371.498922822669	638.479784665008	677.237625305291	376.445008999836	753.346164147371	293.615050297605	506.247127526979	475.442286913322	502.411454131095	330.957513246922	401.279297221233	339.23614482014	260.734695641658	339.479997348789	369.717899997099	407.198728048036	462.560964984934	465.834075509882	623.821580146456	682.391273345384	405.388953193303	605.861922081785	262.08328689036	203.843229015952	342.35655552575	515.822818128243	71.4857291366038	797.734977588529	381.795264126132	448.348572379672	607.731617591215	537.113197074978	377.477541977793	408.608301764454	314.45278410339	421.683764319777	482.429389155636	425.96568247325
Neutrophils	577.374245727045	633.906342422044	688.224731396854	663.687267512158	473.445597116335	594.64057284997	266.031642747891	176.295522990628	466.059872968437	409.98982333099	806.471348135798	764.710255667784	524.829359001749	520.209835499919	450.238885692126	441.709311950589	603.391229143873	617.800450637926	443.324138527653	447.39888679759	534.022191643516	544.595083580113	757.72914027856	402.301418061429	529.541018016421	353.032925711784	941.848133343846	472.785959103454	412.709139462434	823.816387700516	340.023586361756	425.453361615985	270.968076187579	451.851659261015	761.12543276359	666.36164059793	847.92081108806	876.86689885852	448.756672404394	713.265135794228	986.680423842468	320.336287833234	463.144790855919	467.232111695146	568.703100059486	351.386710833385	564.093929102052	503.249771891536	420.997391696516	613.544458966346	511.184256024237	557.316614010231	439.545311452984	469.707548436586	595.673284730411	498.546226268788	390.962422834475	638.413824328597	530.276638335855	634.386475303788	332.782329352127	386.147195120591	421.592815055297	485.411189971725	474.563433027699	313.076889585483	704.520998381846	377.361716138891	299.554641009072	411.142826127458	599.699967197771	435.04833479791	483.223572904971	768.494522093214	750.886787490234	334.001439714945	703.830374025177	576.612997976012	463.122153502786	311.835650592612	483.39748294064	501.456040615379	272.543731780182	510.455622117872	652.195868474806	700.398677584565	417.956573363401	538.474278316738	811.639156458466	644.206190565065	322.786715216587	734.725019516949	524.673589475046	438.407084034142	329.374529532997
Osteoblast	397.669302859884	382.80366681202	274.507152395009	479.184928724562	637.221599926185	468.460686869667	538.716880214781	594.57132744234	591.294309241503	459.737386692802	360.43974221759	464.274235513022	629.599513822678	419.859059425527	378.534059858614	525.306830143614	359.050953855444	412.384752373197	539.195124374809	540.384592293146	483.029695638743	616.82621252736	501.599689319546	457.651996883987	490.90915065219	592.275408149738	357.721531807038	494.235900334326	500.589638448963	269.673798556338	451.63133832854	497.044453468953	435.092587207901	638.573189992568	320.003221617494	621.806313724065	219.946293590804	537.821232662542	556.861130177883	399.910121988007	485.929335238237	630.769440786199	630.789363112393	409.893448448518	412.034585992218	712.830494094892	334.348857628663	435.348054189157	507.682498173733	436.407724706784	356.293845615299	364.020573602786	531.799230695746	417.949315721228	535.295892933977	449.639338400783	435.651083112919	284.470265258031	512.796540264654	411.308000646508	626.766990212746	494.541587498082	534.480707782733	455.845182662943	444.765236961095	648.80821729069	315.01535321785	592.300945995944	617.705015020493	443.414059103971	617.998431848246	562.875490878264	442.668984952492	496.324029622084	467.592571794612	490.436953015622	386.560619860868	646.850023122046	366.001622622223	545.782095551413	393.735901065576	376.646831068645	467.8871294136	710.326416945279	454.846683813056	327.172283946009	581.220121351848	436.098981759062	370.384507619907	401.095332037598	593.696537800667	440.850614893697	656.572673557594	573.059403472344	473.681809874207
Pericytes	392.175061741489	230.726206092972	528.223915782195	441.510589325999	557.94172404668	405.655974193681	508.240988349676	1264.22259150017	1035.99658119163	620.979570326246	539.657304843893	756.233467718957	509.150173167923	587.162937016017	481.925596136342	1081.04312598389	744.025849228009	389.686953884692	301.156664576329	833.26536983791	553.057326940286	676.91991965816	667.770609666396	845.607407061995	564.471300525636	527.533990255997	493.466291295859	639.431560706064	544.531535030356	831.584088823896	433.074796987269	707.996727885921	404.94112131593	623.313661873981	315.871695507671	1045.35145829673	735.802591498173	924.359108676668	991.103400687592	687.883053867652	1036.35790430888	997.369934823243	752.068045732067	536.430206132469	288.155229513807	899.311634239655	940.613561074827	952.905041316474	506.215873769789	366.897658343716	492.513162163025	713.822428064125	206.304994722646	530.06070349395	605.838265467289	536.767822214761	233.295068159234	842.798207256452	347.187807335842	658.655403054964	953.987182482081	615.088327266754	442.106896670318	856.461728228026	602.569933779111	714.050854513432	303.161590401651	967.570387223048	528.374222480187	449.086210070668	547.448140558894	704.134282438747	522.106972094059	373.623244665943	539.309342517896	1022.72194160276	831.165167267378	720.88904305014	524.986412648919	687.972853262896	701.249323704374	481.298372537602	690.78957614058	532.612830226312	738.170767736102	169.715146902123	474.167734107705	550.852313210818	673.908577795961	369.452686581712	1076.87018310599	628.085941423501	624.671658424241	727.906210665501	564.618546637404
