Unnamed: 0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	mean
NKT	0.0	0.207776666666667	0.0328633333333334	0.232896666666667	0.0152333333333333	0.03921	0.191706666666667	0.0983466666666667	0.0905933333333333	0.0907233333333334	0.35475	0.0	0.720073333333333	0.0507233333333333	0.121036666666667	0.25117	0.140243333333333	0.0	0.128186666666667	0.0	0.0001566666666666	0.80006	0.21185	0.00026	0.110916666666667	0.240796666666667	0.0	0.0203733333333334	0.181956666666667	0.0697166666666666	1.0	0.101526666666667	0.186006666666667	0.21678	0.0581666666666667	0.0555333333333333	0.304316666666667	0.382303333333333	0.326853333333333	0.0414066666666667	0.449213333333333	0.603606666666667	0.14864	0.485033333333333	0.309703333333333	0.0020733333333333	0.243696666666667	0.210476666666667	0.0	0.0901733333333333	0.10864	0.01596	0.46124	0.0005199999999999	1.0	0.20369981818181823
Neurons	0.912053333333333	0.0026533333333332	0.18601	0.0	0.20571	0.0	0.01081	0.0	0.0040833333333333	0.509423333333333	0.0	0.0	0.0	0.0	0.56466	0.0	0.99415	1.0	0.0056	0.191046666666667	0.0	0.0	0.0	0.0001799999999999	0.22152	0.0	0.0	0.751753333333333	0.899676666666667	0.0	0.0	0.82588	0.00444	0.527066666666667	0.0	0.0008133333333333	0.264196666666667	0.135626666666667	0.0	0.04957	1.0	0.77452	0.0	0.0	0.0	0.471546666666667	0.970703333333333	0.04957	0.0	0.211026666666667	0.0393033333333334	0.6467	0.0	0.0	0.0	0.2260053333333333
Neutrophils	1.0	0.245856666666667	1.0	0.02733	0.09314	0.439476666666667	0.55263	0.5623	1.0	0.6959	0.454523333333333	0.84964	0.363973333333333	1.0	0.306706666666667	0.23176	0.113233333333333	0.712676666666667	0.07222	1.0	1.0	0.358186666666667	0.250723333333333	0.712676666666667	1.0	0.410686666666667	1.0	0.478496666666667	0.443786666666667	0.154506666666667	0.429183333333333	0.187153333333333	0.0558566666666667	0.61796	0.690246666666667	0.811096666666667	0.264973333333333	0.31385	0.592306666666667	0.607776666666667	0.0	0.07963	0.01612	0.538353333333333	0.80469	0.242546666666667	0.846456666666667	0.6258	1.0	0.577496666666667	1.0	1.0	0.29413	0.0868433333333334	0.0469166666666667	0.5138148484848487
Osteoblast	0.0	0.0	0.0	1.0	0.0	0.643726666666667	0.0	0.932093333333333	0.0	0.0	0.0	1.0	0.732756666666667	0.0	0.253256666666667	0.13309	0.0	1.0	0.06702	1.0	1.0	0.350386666666667	1.0	0.0	0.615736666666667	0.0270866666666667	1.0	0.0392733333333334	0.0	0.0202766666666667	1.0	0.0	0.0706566666666667	0.00827	1.0	0.0	0.0	0.164146666666667	1.0	0.0	0.769093333333333	0.270513333333333	1.0	1.0	1.0	0.0	0.0	0.220546666666667	0.0	0.0	0.0936733333333334	0.175946666666667	0.0022999999999999	0.5408	0.39124	0.3549434545454546
Pericytes	0.0	0.18373	0.0	0.0	0.0	0.0	0.0	0.0	3.33333333335517e-06	0.0	0.0	0.0	0.0	0.0002266666666667	0.0006266666666666	0.0	0.100216666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0181733333333334	0.0	0.0098966666666666	0.0	0.0	0.0	0.0062799999999999	1.0	0.26169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028742606060606066
Plasma cells	0.0027199999999999	0.204733333333333	0.0	0.0354166666666667	0.0	0.0012033333333333	0.0	0.0005766666666666	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.322013333333333	1.0	0.0	1.0	0.0	0.0	0.221216666666667	0.0	0.0	0.0	1.0	0.1363	0.0036399999999999	0.13335	0.293846666666667	0.15373	0.0046333333333333	0.0	0.0016533333333332	1.0	0.0	0.0	0.204733333333333	1.0	0.0022533333333333	1.0	0.0	0.0112233333333334	0.0	0.0	0.0	0.0	1.0	0.0085133333333333	1.0	0.0	0.23166830303030309
Platelets	1.0	0.19944	0.279286666666667	0.204873333333333	0.56344	0.123986666666667	0.270426666666667	0.871543333333333	0.103673333333333	0.675163333333333	0.112023333333333	0.931176666666667	0.11364	1.0	0.0209633333333333	0.19944	0.285186666666667	0.18585	0.977956666666667	1.0	0.145353333333333	0.12199	0.142966666666667	1.0	0.0945666666666667	0.13544	0.43991	0.599416666666667	0.196506666666667	0.659846666666667	0.0942866666666666	0.379256666666667	0.12199	0.166473333333333	0.13233	0.20609	0.22005	0.153496666666667	0.125003333333333	0.1788	0.0966533333333334	0.130613333333333	1.0	0.179176666666667	0.329823333333333	1.0	0.109946666666667	0.0721766666666667	1.0	0.14952	0.168256666666667	0.328	0.153496666666667	0.195433333333333	0.0445733333333334	0.352536606060606
Preadipocytes	1.0	0.00139	0.0088533333333333	0.0	0.641806666666667	0.224526666666667	0.329343333333333	1.0	1.0	1.0	0.0048666666666666	1.0	0.0	1.0	0.13943	0.0	0.0	1.0	1.0	1.0	0.11524	0.0085666666666666	0.0	1.0	1.0	0.0	0.0093833333333333	0.122703333333333	0.180336666666667	0.0727833333333333	0.0	0.0111233333333334	0.0	0.256406666666667	0.0134066666666667	0.0042433333333333	1.0	0.0	0.30083	1.0	0.0004733333333333	0.01939	1.0	0.0102366666666667	0.14534	1.0	0.425213333333333	0.0845133333333333	1.0	0.06375	0.01056	1.0	0.0	0.0497933333333334	0.0	0.3682638181818183
Sebocytes	0.0	0.27339	0.00904	0.119896666666667	0.164743333333333	1.0	1.0	0.0007899999999999	0.318576666666667	0.0915033333333334	1.0	0.329496666666667	1.0	0.0765766666666666	0.327353333333333	0.32487	1.0	0.0	1.0	0.0	1.0	0.0077833333333333	1.0	0.0145066666666667	1.0	1.0	0.267103333333333	0.0115666666666666	1.0	0.171493333333333	0.119896666666667	1.0	0.164743333333333	1.0	0.0145066666666667	0.0863666666666667	0.01298	0.199496666666667	1.0	0.0013066666666666	0.322006666666667	0.31052	0.1783	0.0675033333333334	1.0	0.0	0.296266666666667	0.241233333333333	0.0068233333333332	0.31468	0.0145066666666667	0.0245033333333333	1.0	0.0145066666666667	1.0	0.3981606666666668
Skeletal muscle	1.0	1.0	1.0	0.142783333333333	1.0	0.0	0.70422	1.0	0.0	1.0	0.0396966666666667	0.16847	0.0	1.0	0.0	0.0605266666666666	0.147776666666667	0.0	1.0	1.0	0.0	0.633833333333333	0.606713333333333	1.0	0.0	1.0	1.0	0.9167	1.0	0.98612	0.70422	1.0	1.0	0.128853333333333	0.570496666666667	0.12448	0.50747	0.288196666666667	0.0350033333333334	0.47224	0.0	1.0	1.0	0.01797	0.9167	1.0	0.789333333333333	1.0	0.0	0.0	0.642666666666667	1.0	0.185176666666667	0.41326	0.108316666666667	0.5511131515151515
Smooth muscle	1.0	0.631906666666667	0.490286666666667	1.0	1.0	0.568526666666667	0.126743333333333	1.0	0.0545933333333334	1.0	0.175766666666667	1.0	0.40071	1.0	0.362066666666667	0.280266666666667	1.0	1.0	1.0	1.0	1.0	1.0	0.4853	1.0	1.0	0.24788	1.0	1.0	1.0	0.382986666666667	0.02157	1.0	0.175766666666667	1.0	1.0	1.0	0.218696666666667	0.06359	1.0	1.0	1.0	1.0	1.0	1.0	0.493636666666667	1.0	0.386213333333333	0.473223333333333	1.0	0.437593333333333	1.0	1.0	0.208313333333333	1.0	0.0122333333333333	0.7217794545454546
Tgd cells	1.0	0.91713	1.0	1.0	1.0	1.0	0.48238	1.0	1.0	0.122603333333333	1.0	1.0	1.0	0.991486666666667	1.0	1.0	0.296636666666667	1.0	0.572026666666667	1.0	1.0	1.0	0.949006666666667	1.0	1.0	1.0	1.0	0.802726666666667	0.97867	1.0	0.943686666666667	1.0	0.86843	1.0	1.0	1.0	0.723043333333333	0.85863	0.85144	1.0	1.0	1.0	1.0	1.0	0.77702	1.0	1.0	1.0	1.0	1.0	1.0	0.84706	1.0	1.0	0.866936666666667	0.924525696969697
Th1 cells	0.0	0.0139433333333333	0.01307	0.567546666666667	0.0	0.194123333333333	0.0388366666666666	0.0005633333333333	0.03644	0.0853133333333334	0.0005533333333332	0.0980866666666667	0.397136666666667	0.0037166666666667	0.117323333333333	0.428723333333333	0.0	1.0	0.379556666666667	0.01287	0.53508	0.139936666666667	1.0	0.0	0.0391066666666666	0.0689433333333334	0.0115066666666667	0.0	0.0	0.0633766666666666	1.0	0.0007666666666666	0.66552	0.0	1.0	0.0238566666666666	0.0	0.0308533333333333	0.47574	0.0023499999999999	0.00034	0.123616666666667	1.0	0.101106666666667	0.354796666666667	0.0	0.0	0.149986666666667	0.0256166666666666	0.0682366666666666	0.06933	0.0134266666666667	0.08411	0.263936666666667	0.11626	0.19664733333333337
Th2 cells	1.0	0.984716666666667	0.77704	1.0	1.0	1.0	0.07335	0.677143333333333	0.856033333333333	0.177593333333333	0.487196666666667	0.425416666666667	0.36964	0.341906666666667	1.0	0.346913333333333	0.33694	0.990903333333333	0.545426666666667	1.0	0.927	1.0	0.25721	1.0	0.712596666666667	0.847626666666667	1.0	0.898223333333333	1.0	1.0	0.01993	1.0	0.0258699999999999	1.0	0.974056666666667	0.734546666666667	0.566783333333333	0.278643333333333	0.199246666666667	1.0	0.945176666666667	1.0	0.248616666666667	1.0	0.238016666666667	1.0	0.698483333333333	0.892796666666667	1.0	0.68352	0.952116666666667	0.37955	0.829893333333333	0.978513333333333	0.142036666666667	0.7058304242424244
Tregs	1.0	0.145966666666667	0.01463	0.0	0.733673333333333	0.0064866666666666	0.01884	0.113093333333333	0.0495166666666667	0.0226366666666666	0.05341	0.11543	0.0	1.0	0.0202633333333333	0.0410933333333333	0.0	0.0	0.0	0.05746	0.0	0.0170566666666667	0.0	1.0	0.10882	0.01054	0.0	0.41198	0.04902	0.05471	0.0	0.0381	0.02252	0.0078966666666666	0.0	0.0044333333333332	0.392913333333333	0.0218333333333334	0.0	0.29868	0.0271566666666667	0.00583	0.0	0.31526	0.0234333333333333	1.0	0.0033766666666666	0.0	0.255016666666667	0.0026399999999999	0.0407366666666666	0.0083499999999999	0.02378	0.0061566666666667	0.0502833333333333	0.13805496969696965
aDC	0.0	1.0	0.0418633333333334	0.374416666666667	0.0502933333333333	0.0	1.0	1.0	1.0	1.0	0.489923333333333	0.0	1.0	0.978956666666667	0.02579	0.03645	0.71696	0.0	0.264473333333333	0.03776	0.0	0.313376666666667	0.0	5.66666666667048e-05	0.178813333333333	0.0	0.0	0.478033333333333	1.0	0.0228833333333334	0.563243333333333	0.240853333333333	0.188553333333333	0.376473333333333	0.0	9.66666666666338e-05	0.0037666666666667	0.855566666666667	0.0	0.01402	1.0	0.38255	0.0	0.418776666666667	0.0390966666666667	0.0	0.0	0.0	0.818383333333333	0.155593333333333	0.405886666666667	0.0	1.0	0.0	0.02642	0.3181696363636364
cDC	0.0726933333333334	0.0100133333333333	0.12209	0.0726933333333334	1.0	0.0150266666666666	1.0	1.0	1.0	0.614136666666667	0.345953333333333	0.784996666666667	1.0	0.294356666666667	0.0643866666666667	0.0	0.103553333333333	0.0	0.0310466666666667	0.22227	0.0	0.0	0.0	0.0	1.0	0.0	0.0083033333333333	1.0	1.0	0.45161	0.0	1.0	0.01018	1.0	0.0	0.0	0.0287866666666666	0.0207633333333334	0.13892	0.22966	1.0	1.0	0.0	1.0	0.667903333333333	0.338596666666667	0.417653333333333	0.0269133333333333	1.0	0.0035466666666667	0.201453333333333	0.0137566666666666	0.456833333333333	0.0	0.04926	0.3603155757575757
iDC	0.0	0.2435	0.0020766666666666	0.0005766666666666	0.0946333333333333	0.913993333333333	0.525596666666667	2.000000000002e-05	0.0701366666666666	0.0254833333333333	0.4919	0.16785	0.00292	4.99999999999945e-05	0.01101	0.0	0.0	0.639996666666667	0.34897	0.0	0.0	0.0437366666666666	0.0	0.0020766666666666	0.702236666666667	0.31434	0.335763333333333	0.53264	1.0	0.846213333333333	0.0	1.0	6.33333333333042e-05	0.01558	0.40295	0.01947	0.0223833333333333	0.0012533333333333	1.0	0.05931	1.0	1.0	0.0	0.850986666666667	0.0	0.44719	1.0	0.50164	3.33333333335517e-06	0.0381133333333333	0.0681966666666667	0.885066666666667	0.0	0.0	0.43313	0.2920192121212121
ly Endothelial cells	0.0	0.0	0.0	0.0	0.0	0.0	0.141353333333333	0.0	0.15666	0.0014533333333333	0.0	0.0	0.0	0.721513333333333	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.350396666666667	0.0	0.109473333333333	0.30323	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21041	0.0	9.99999999995449e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07262727272727272
mv Endothelial cells	0.0	0.0	0.0	0.0	0.0	0.0	0.440396666666667	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.04747	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08175266666666668
naive B-cells	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0006466666666666	0.107523333333333	1.0	1.0	1.0	1.0	0.01733	0.28579	0.0529066666666667	0.0	0.193503333333333	0.0721566666666666	0.23048	1.0	0.0708766666666667	1.0	1.0	1.0	0.156173333333333	1.0	1.0	1.0	0.0263933333333334	1.0	1.0	1.0	0.0450933333333333	0.0501233333333333	1.0	0.05535	0.01523	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0078899999999999	1.0	1.0	1.0	0.0276133333333334	1.0	0.10373	1.0	0.6639783636363636
pDC	1.0	0.179203333333333	1.0	0.322893333333333	1.0	0.817503333333333	0.46859	1.0	0.01746	0.301313333333333	0.06585	1.0	0.721186666666667	1.0	0.06792	0.39725	0.02766	0.926653333333333	0.40312	1.0	0.576296666666667	0.208193333333333	0.12333	0.827016666666667	0.765983333333333	1.0	1.0	0.786393333333333	0.726713333333333	1.0	0.103783333333333	0.91619	0.696916666666667	0.675943333333333	1.0	0.426563333333333	0.09841	0.157246666666667	0.448176666666667	0.89791	0.278716666666667	0.906806666666667	0.312846666666667	1.0	1.0	1.0	0.0632966666666667	0.367063333333333	0.11105	0.365303333333333	1.0	1.0	0.562453333333333	1.0	0.0756133333333333	0.6035421818181819
pro B-cells	0.266456666666667	1.0	1.0	1.0	0.260103333333333	0.61775	0.17771	0.632243333333333	0.0690766666666667	0.263706666666667	0.452893333333333	0.578333333333333	1.0	0.83648	0.191763333333333	0.524596666666667	0.183736666666667	0.576716666666667	1.0	0.295796666666667	0.257473333333333	1.0	0.531773333333333	0.25014	1.0	0.875576666666667	0.132523333333333	0.238726666666667	0.767796666666667	1.0	1.0	1.0	1.0	0.698316666666667	0.534606666666667	0.778946666666667	0.294526666666667	0.655623333333333	0.367243333333333	0.678723333333333	0.352046666666667	1.0	0.304476666666667	1.0	0.8437	0.317086666666667	0.41935	0.358573333333333	0.02161	0.186606666666667	0.8437	0.22677	1.0	1.0	0.391193333333333	0.5864449696969698
