Unnamed: 0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	mean
Plasma cells	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0.6545454545454545
Platelets	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03636363636363636
Preadipocytes	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0.43636363636363634
Sebocytes	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0.2909090909090909
Skeletal muscle	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0.23636363636363636
Smooth muscle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03636363636363636
Tgd cells	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
Th1 cells	1	1	1	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0.4909090909090909
Th2 cells	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03636363636363636
Tregs	0	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0.6727272727272727
aDC	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	0	0	1	0	1	1	0.4909090909090909
cDC	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0.41818181818181815
iDC	1	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0.4909090909090909
ly Endothelial cells	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0.8363636363636363
mv Endothelial cells	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9090909090909091
naive B-cells	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0.16363636363636364
pDC	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03636363636363636
pro B-cells	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.01818181818181818
