driver;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.2
IRS2;1.0;3.0;3.0;1.0;1.0;3.0
IRS4;0.0;5.0;5.0;0.0;0.0;5.0
IRX3;1.0;1.0;1.0;1.0;1.0;1.0
IRX5;0.0;1.0;1.0;0.0;0.0;1.0
ISG15;0.0;4.0;4.0;0.0;0.0;4.0
ISG20;0.0;4.0;4.0;0.0;0.0;4.0
ISL1;0.0;2.0;2.0;0.0;0.0;2.0
ISLR;0.0;1.0;1.0;0.0;0.0;1.0
ITGA1;1.0;18.0;18.0;1.0;1.0;18.0
ITGA10;0.0;8.0;8.0;0.0;0.0;8.0
ITGA11;1.0;14.0;14.0;1.0;1.0;14.0
ITGA2;2.0;12.0;12.0;2.0;2.0;12.0
ITGA2B;0.0;5.0;5.0;0.0;0.0;5.0
ITGA3;2.0;7.0;7.0;2.0;2.0;7.0
ITGA4;3.0;12.0;12.0;3.0;3.0;12.0
ITGA5;0.0;13.0;13.0;0.0;0.0;13.0
ITGA6;1.0;6.0;6.0;1.0;1.0;6.0
ITGA8;3.0;22.0;22.0;3.0;3.0;22.0
ITGA9;1.0;6.0;6.0;1.0;1.0;6.0
ITGAD;0.0;8.0;8.0;0.0;0.0;8.0
ITGAE;1.0;9.0;9.0;1.0;1.0;9.0
ITGAL;1.0;12.0;12.0;1.0;1.0;12.0
ITGAM;1.0;8.0;8.0;1.0;1.0;8.0
ITGAV;2.0;12.0;12.0;2.0;2.0;12.0
ITGAX;0.0;5.0;5.0;0.0;0.0;5.0
ITGB1;2.0;16.0;16.0;2.0;2.0;16.0
ITGB1BP1;1.0;1.0;1.0;1.0;1.0;1.0
ITGB2;2.0;14.0;14.0;2.0;2.0;14.0
ITGB3;0.0;7.0;7.0;0.0;0.0;7.0
ITGB3BP;3.0;10.0;10.0;3.0;3.0;10.0
ITGB4;0.0;9.0;9.0;0.0;0.0;9.0
ITGB5;3.0;9.0;9.0;3.0;3.0;9.0
ITGB7;1.0;14.0;14.0;1.0;1.0;14.0
ITGB8;1.0;1.0;1.0;1.0;1.0;1.0
ITGBL1;1.0;7.0;7.0;1.0;1.0;7.0
ITIH1;0.0;2.0;2.0;0.0;0.0;2.0
ITIH2;1.0;0.0;0.0;1.0;1.0;0.0
ITIH3;0.0;3.0;3.0;0.0;0.0;3.0
ITIH4;0.0;5.0;5.0;0.0;0.0;5.0
ITK;1.0;12.0;12.0;1.0;1.0;12.0
ITPKA;2.0;14.0;14.0;2.0;2.0;14.0
ITPKB;0.0;16.0;16.0;0.0;0.0;16.0
ITPR1;1.0;14.0;14.0;1.0;1.0;14.0
ITPR2;1.0;2.0;2.0;1.0;1.0;2.0
ITPR3;1.0;10.0;10.0;1.0;1.0;10.0
ITSN1;1.0;5.0;5.0;1.0;1.0;5.0
ITSN2;1.0;0.0;0.0;1.0;1.0;0.0
IVD;0.0;4.0;4.0;0.0;0.0;4.0
JAG1;0.0;4.0;4.0;0.0;0.0;4.0
JAG2;0.0;1.0;1.0;0.0;0.0;1.0
JAK1;2.0;12.0;12.0;2.0;2.0;12.0
JAK2;2.0;7.0;7.0;2.0;2.0;7.0
JAK3;1.0;13.0;13.0;1.0;1.0;13.0
JAM2;2.0;22.0;22.0;2.0;2.0;22.0
JAM3;0.0;11.0;11.0;0.0;0.0;11.0
JDP2;0.0;1.0;1.0;0.0;0.0;1.0
JMJD6;1.0;1.0;1.0;1.0;1.0;1.0
JMY;0.0;1.0;1.0;0.0;0.0;1.0
JPH1;0.0;5.0;5.0;0.0;0.0;5.0
JPH2;0.0;8.0;8.0;0.0;0.0;8.0
JUN;3.0;21.0;21.0;3.0;3.0;21.0
JUNB;0.0;5.0;5.0;0.0;0.0;5.0
JUP;1.0;5.0;5.0;1.0;1.0;5.0
KALRN;3.0;12.0;12.0;3.0;3.0;12.0
KARS;3.0;4.0;4.0;3.0;3.0;4.0
KAT2A;3.0;17.0;17.0;3.0;3.0;17.0
KAT2B;2.0;5.0;5.0;2.0;2.0;5.0
KAT5;0.0;2.0;2.0;0.0;0.0;2.0
KATNA1;2.0;3.0;3.0;2.0;2.0;3.0
KCNA1;0.0;9.0;9.0;0.0;0.0;9.0
KCNA2;0.0;5.0;5.0;0.0;0.0;5.0
KCNA3;0.0;10.0;10.0;0.0;0.0;10.0
KCNA4;2.0;14.0;14.0;2.0;2.0;14.0
KCNA5;2.0;7.0;7.0;2.0;2.0;7.0
KCNAB1;1.0;16.0;16.0;1.0;1.0;16.0
KCNAB2;3.0;11.0;11.0;3.0;3.0;11.0
KCNAB3;2.0;11.0;11.0;2.0;2.0;11.0
KCNB1;2.0;21.0;21.0;2.0;2.0;21.0
KCNC1;0.0;15.0;15.0;0.0;0.0;15.0
KCND2;0.0;1.0;1.0;0.0;0.0;1.0
KCND3;1.0;1.0;1.0;1.0;1.0;1.0
KCNE2;2.0;4.0;4.0;2.0;2.0;4.0
KCNF1;0.0;1.0;1.0;0.0;0.0;1.0
KCNG1;0.0;1.0;1.0;0.0;0.0;1.0
KCNG3;2.0;4.0;4.0;2.0;2.0;4.0
KCNH1;1.0;7.0;7.0;1.0;1.0;7.0
KCNH2;0.0;9.0;9.0;0.0;0.0;9.0
KCNH5;0.0;4.0;4.0;0.0;0.0;4.0
KCNH6;0.0;1.0;1.0;0.0;0.0;1.0
KCNH7;0.0;1.0;1.0;0.0;0.0;1.0
KCNIP1;0.0;8.0;8.0;0.0;0.0;8.0
KCNIP3;1.0;14.0;14.0;1.0;1.0;14.0
KCNIP4;0.0;7.0;7.0;0.0;0.0;7.0
KCNJ1;0.0;2.0;2.0;0.0;0.0;2.0
KCNJ11;0.0;2.0;2.0;0.0;0.0;2.0
KCNJ12;0.0;1.0;1.0;0.0;0.0;1.0
KCNJ2;2.0;2.0;2.0;2.0;2.0;2.0
KCNJ3;0.0;2.0;2.0;0.0;0.0;2.0
KCNJ5;0.0;11.0;11.0;0.0;0.0;11.0
KCNJ6;1.0;9.0;9.0;1.0;1.0;9.0
KCNJ8;0.0;4.0;4.0;0.0;0.0;4.0
KCNJ9;0.0;2.0;2.0;0.0;0.0;2.0
KCNK12;0.0;1.0;1.0;0.0;0.0;1.0
KCNK13;0.0;1.0;1.0;0.0;0.0;1.0
KCNK5;1.0;4.0;4.0;1.0;1.0;4.0
KCNK9;1.0;3.0;3.0;1.0;1.0;3.0
KCNMA1;0.0;6.0;6.0;0.0;0.0;6.0
KCNMB1;0.0;7.0;7.0;0.0;0.0;7.0
KCNN1;1.0;0.0;0.0;1.0;1.0;0.0
KCNN2;0.0;1.0;1.0;0.0;0.0;1.0
KCNN3;0.0;13.0;13.0;0.0;0.0;13.0
KCNQ1;1.0;11.0;11.0;1.0;1.0;11.0
KCNQ2;0.0;1.0;1.0;0.0;0.0;1.0
KCNQ3;0.0;1.0;1.0;0.0;0.0;1.0
KCNQ4;0.0;8.0;8.0;0.0;0.0;8.0
KCNQ5;3.0;13.0;13.0;3.0;3.0;13.0
KCNV1;0.0;1.0;1.0;0.0;0.0;1.0
KCNV2;0.0;1.0;1.0;0.0;0.0;1.0
KCTD5;0.0;2.0;2.0;0.0;0.0;2.0
KDELR1;1.0;2.0;2.0;1.0;1.0;2.0
KDELR2;1.0;3.0;3.0;1.0;1.0;3.0
KDM3A;0.0;8.0;8.0;0.0;0.0;8.0
KDR;2.0;6.0;6.0;2.0;2.0;6.0
KEAP1;1.0;3.0;3.0;1.0;1.0;3.0
KHDRBS1;1.0;5.0;5.0;1.0;1.0;5.0
KHDRBS2;2.0;5.0;5.0;2.0;2.0;5.0
KHDRBS3;0.0;2.0;2.0;0.0;0.0;2.0
KIAA0391;0.0;1.0;1.0;0.0;0.0;1.0
KIAA1109;0.0;1.0;1.0;0.0;0.0;1.0
KIF11;1.0;1.0;1.0;1.0;1.0;1.0
KIF13A;0.0;1.0;1.0;0.0;0.0;1.0
KIF13B;0.0;3.0;3.0;0.0;0.0;3.0
KIF17;0.0;1.0;1.0;0.0;0.0;1.0
KIF18A;2.0;5.0;5.0;2.0;2.0;5.0
KIF1B;2.0;2.0;2.0;2.0;2.0;2.0
KIF1C;2.0;17.0;17.0;2.0;2.0;17.0
KIF20A;0.0;2.0;2.0;0.0;0.0;2.0
KIF21A;0.0;1.0;1.0;0.0;0.0;1.0
KIF21B;0.0;2.0;2.0;0.0;0.0;2.0
KIF23;0.0;6.0;6.0;0.0;0.0;6.0
KIF2A;1.0;3.0;3.0;1.0;1.0;3.0
KIF2B;0.0;1.0;1.0;0.0;0.0;1.0
KIF2C;2.0;11.0;11.0;2.0;2.0;11.0
KIF3A;0.0;1.0;1.0;0.0;0.0;1.0
KIF3B;0.0;3.0;3.0;0.0;0.0;3.0
KIF3C;0.0;3.0;3.0;0.0;0.0;3.0
KIF4B;1.0;0.0;0.0;1.0;1.0;0.0
KIF5A;1.0;17.0;17.0;1.0;1.0;17.0
KIF5B;1.0;2.0;2.0;1.0;1.0;2.0
KIF5C;0.0;12.0;12.0;0.0;0.0;12.0
KIFAP3;1.0;3.0;3.0;1.0;1.0;3.0
KIFC1;2.0;17.0;17.0;2.0;2.0;17.0
KIFC3;1.0;1.0;1.0;1.0;1.0;1.0
KIR2DL1;0.0;1.0;1.0;0.0;0.0;1.0
KIR2DL3;0.0;2.0;2.0;0.0;0.0;2.0
KIR2DS4;0.0;1.0;1.0;0.0;0.0;1.0
KIR3DL2;0.0;2.0;2.0;0.0;0.0;2.0
KIT;2.0;20.0;20.0;2.0;2.0;20.0
KITLG;2.0;16.0;16.0;2.0;2.0;16.0
KL;0.0;10.0;10.0;0.0;0.0;10.0
KLC1;1.0;1.0;1.0;1.0;1.0;1.0
KLC2;1.0;2.0;2.0;1.0;1.0;2.0
KLC4;0.0;1.0;1.0;0.0;0.0;1.0
KLF1;1.0;5.0;5.0;1.0;1.0;5.0
KLF13;0.0;2.0;2.0;0.0;0.0;2.0
KLF15;0.0;1.0;1.0;0.0;0.0;1.0
KLF2;0.0;1.0;1.0;0.0;0.0;1.0
KLF3;0.0;4.0;4.0;0.0;0.0;4.0
KLF4;1.0;8.0;8.0;1.0;1.0;8.0
KLF5;1.0;0.0;0.0;1.0;1.0;0.0
KLF6;1.0;6.0;6.0;1.0;1.0;6.0
KLHL12;1.0;0.0;0.0;1.0;1.0;0.0
KLHL13;0.0;1.0;1.0;0.0;0.0;1.0
KLHL2;0.0;1.0;1.0;0.0;0.0;1.0
KLHL9;0.0;1.0;1.0;0.0;0.0;1.0
KLK1;1.0;1.0;1.0;1.0;1.0;1.0
KLK10;0.0;1.0;1.0;0.0;0.0;1.0
KLK11;0.0;1.0;1.0;0.0;0.0;1.0
KLK13;1.0;0.0;0.0;1.0;1.0;0.0
KLK2;0.0;2.0;2.0;0.0;0.0;2.0
KLK3;1.0;6.0;6.0;1.0;1.0;6.0
KLK6;0.0;1.0;1.0;0.0;0.0;1.0
KLK7;0.0;3.0;3.0;0.0;0.0;3.0
KLKB1;0.0;3.0;3.0;0.0;0.0;3.0
KLRC1;1.0;5.0;5.0;1.0;1.0;5.0
KLRC2;1.0;1.0;1.0;1.0;1.0;1.0
KLRC3;0.0;1.0;1.0;0.0;0.0;1.0
KLRC4;0.0;1.0;1.0;0.0;0.0;1.0
KLRD1;1.0;4.0;4.0;1.0;1.0;4.0
KLRG1;0.0;1.0;1.0;0.0;0.0;1.0
KLRK1;0.0;5.0;5.0;0.0;0.0;5.0
KNTC1;1.0;8.0;8.0;1.0;1.0;8.0
KPNA1;2.0;5.0;5.0;2.0;2.0;5.0
KPNA2;2.0;14.0;14.0;2.0;2.0;14.0
KPNA3;0.0;5.0;5.0;0.0;0.0;5.0
KPNA5;0.0;1.0;1.0;0.0;0.0;1.0
KPNA6;1.0;3.0;3.0;1.0;1.0;3.0
KPNA7;0.0;4.0;4.0;0.0;0.0;4.0
KPNB1;3.0;6.0;6.0;3.0;3.0;6.0
KREMEN2;0.0;1.0;1.0;0.0;0.0;1.0
KRR1;0.0;1.0;1.0;0.0;0.0;1.0
KRT1;2.0;6.0;6.0;2.0;2.0;6.0
KRT14;0.0;2.0;2.0;0.0;0.0;2.0
KRT16;0.0;1.0;1.0;0.0;0.0;1.0
KRT18;2.0;8.0;8.0;2.0;2.0;8.0
KRT19;0.0;6.0;6.0;0.0;0.0;6.0
KRT2;0.0;1.0;1.0;0.0;0.0;1.0
KRT32;0.0;1.0;1.0;0.0;0.0;1.0
KRT5;1.0;2.0;2.0;1.0;1.0;2.0
KRT7;0.0;1.0;1.0;0.0;0.0;1.0
KRT8;1.0;10.0;10.0;1.0;1.0;10.0
KRT9;0.0;2.0;2.0;0.0;0.0;2.0
KSR1;0.0;1.0;1.0;0.0;0.0;1.0
KSR2;0.0;1.0;1.0;0.0;0.0;1.0
KTN1;3.0;12.0;12.0;3.0;3.0;12.0
L1CAM;0.0;16.0;16.0;0.0;0.0;16.0
LALBA;0.0;2.0;2.0;0.0;0.0;2.0
LAMA1;1.0;13.0;13.0;1.0;1.0;13.0
LAMA2;0.0;5.0;5.0;0.0;0.0;5.0
LAMA3;2.0;7.0;7.0;2.0;2.0;7.0
LAMA4;3.0;16.0;16.0;3.0;3.0;16.0
LAMB1;2.0;4.0;4.0;2.0;2.0;4.0
LAMB2;2.0;10.0;10.0;2.0;2.0;10.0
LAMB4;0.0;8.0;8.0;0.0;0.0;8.0
LAMC1;3.0;17.0;17.0;3.0;3.0;17.0
LAMC2;1.0;15.0;15.0;1.0;1.0;15.0
LAMC3;1.0;12.0;12.0;1.0;1.0;12.0
LAPTM5;1.0;6.0;6.0;1.0;1.0;6.0
LARS;0.0;1.0;1.0;0.0;0.0;1.0
LASP1;2.0;1.0;1.0;2.0;2.0;1.0
LAT;0.0;3.0;3.0;0.0;0.0;3.0
LAT2;0.0;2.0;2.0;0.0;0.0;2.0
LATS1;0.0;1.0;1.0;0.0;0.0;1.0
LATS2;0.0;1.0;1.0;0.0;0.0;1.0
LBP;0.0;1.0;1.0;0.0;0.0;1.0
LBR;0.0;3.0;3.0;0.0;0.0;3.0
LBX1;0.0;1.0;1.0;0.0;0.0;1.0
LCK;0.0;2.0;2.0;0.0;0.0;2.0
LCP1;1.0;3.0;3.0;1.0;1.0;3.0
LCP2;0.0;5.0;5.0;0.0;0.0;5.0
LDB1;3.0;7.0;7.0;3.0;3.0;7.0
LDB2;0.0;4.0;4.0;0.0;0.0;4.0
LDHA;1.0;8.0;8.0;1.0;1.0;8.0
LDHB;1.0;0.0;0.0;1.0;1.0;0.0
LEF1;1.0;10.0;10.0;1.0;1.0;10.0
LEFTY2;0.0;1.0;1.0;0.0;0.0;1.0
LEP;0.0;3.0;3.0;0.0;0.0;3.0
LEPR;1.0;16.0;16.0;1.0;1.0;16.0
LFNG;0.0;1.0;1.0;0.0;0.0;1.0
LGALS1;1.0;4.0;4.0;1.0;1.0;4.0
LGALS3;0.0;3.0;3.0;0.0;0.0;3.0
LGALS3BP;1.0;2.0;2.0;1.0;1.0;2.0
LGMN;0.0;3.0;3.0;0.0;0.0;3.0
LGR4;1.0;1.0;1.0;1.0;1.0;1.0
LHB;0.0;1.0;1.0;0.0;0.0;1.0
LHCGR;0.0;4.0;4.0;0.0;0.0;4.0
LHX1;0.0;1.0;1.0;0.0;0.0;1.0
LHX2;0.0;4.0;4.0;0.0;0.0;4.0
LHX3;1.0;0.0;0.0;1.0;1.0;0.0
LHX4;0.0;2.0;2.0;0.0;0.0;2.0
LHX5;0.0;4.0;4.0;0.0;0.0;4.0
LIFR;3.0;23.0;23.0;3.0;3.0;23.0
LIG1;1.0;9.0;9.0;1.0;1.0;9.0
LIG3;1.0;2.0;2.0;1.0;1.0;2.0
LIG4;1.0;3.0;3.0;1.0;1.0;3.0
LILRA1;1.0;4.0;4.0;1.0;1.0;4.0
LILRB2;0.0;1.0;1.0;0.0;0.0;1.0
LILRB3;0.0;2.0;2.0;0.0;0.0;2.0
LIMA1;3.0;10.0;10.0;3.0;3.0;10.0
LIMK1;0.0;13.0;13.0;0.0;0.0;13.0
LIMK2;1.0;9.0;9.0;1.0;1.0;9.0
LIMS1;1.0;5.0;5.0;1.0;1.0;5.0
LIMS2;0.0;12.0;12.0;0.0;0.0;12.0
LIN7A;0.0;1.0;1.0;0.0;0.0;1.0
LIPC;2.0;5.0;5.0;2.0;2.0;5.0
LIPE;0.0;3.0;3.0;0.0;0.0;3.0
LIPG;0.0;1.0;1.0;0.0;0.0;1.0
LLGL2;0.0;1.0;1.0;0.0;0.0;1.0
LMNA;1.0;4.0;4.0;1.0;1.0;4.0
LMNB1;2.0;7.0;7.0;2.0;2.0;7.0
LMO1;1.0;4.0;4.0;1.0;1.0;4.0
LMO2;1.0;11.0;11.0;1.0;1.0;11.0
LMO3;0.0;12.0;12.0;0.0;0.0;12.0
LMO4;2.0;7.0;7.0;2.0;2.0;7.0
LMO7;0.0;1.0;1.0;0.0;0.0;1.0
LMOD1;1.0;6.0;6.0;1.0;1.0;6.0
LMX1A;1.0;14.0;14.0;1.0;1.0;14.0
LMX1B;1.0;2.0;2.0;1.0;1.0;2.0
LNPEP;0.0;1.0;1.0;0.0;0.0;1.0
LNX1;1.0;0.0;0.0;1.0;1.0;0.0
LNX2;0.0;1.0;1.0;0.0;0.0;1.0
LPA;1.0;2.0;2.0;1.0;1.0;2.0
LPAR1;3.0;21.0;21.0;3.0;3.0;21.0
LPAR2;1.0;0.0;0.0;1.0;1.0;0.0
LPAR4;0.0;1.0;1.0;0.0;0.0;1.0
LPL;0.0;9.0;9.0;0.0;0.0;9.0
LPXN;0.0;1.0;1.0;0.0;0.0;1.0
LRAT;0.0;4.0;4.0;0.0;0.0;4.0
LRP1;2.0;5.0;5.0;2.0;2.0;5.0
LRP10;1.0;2.0;2.0;1.0;1.0;2.0
LRP1B;0.0;9.0;9.0;0.0;0.0;9.0
LRP2;0.0;1.0;1.0;0.0;0.0;1.0
LRP3;1.0;0.0;0.0;1.0;1.0;0.0
LRP4;0.0;1.0;1.0;0.0;0.0;1.0
LRP5;1.0;2.0;2.0;1.0;1.0;2.0
LRP8;1.0;8.0;8.0;1.0;1.0;8.0
LRPPRC;1.0;4.0;4.0;1.0;1.0;4.0
LRRC41;0.0;1.0;1.0;0.0;0.0;1.0
LRRC4C;0.0;7.0;7.0;0.0;0.0;7.0
LRRC7;0.0;1.0;1.0;0.0;0.0;1.0
LRRFIP1;0.0;1.0;1.0;0.0;0.0;1.0
LSM1;0.0;2.0;2.0;0.0;0.0;2.0
LSM10;1.0;3.0;3.0;1.0;1.0;3.0
LSM2;2.0;15.0;15.0;2.0;2.0;15.0
LSM3;1.0;2.0;2.0;1.0;1.0;2.0
LSM4;2.0;7.0;7.0;2.0;2.0;7.0
LSM5;1.0;5.0;5.0;1.0;1.0;5.0
LSM6;2.0;1.0;1.0;2.0;2.0;1.0
LSM7;1.0;8.0;8.0;1.0;1.0;8.0
LSM8;2.0;11.0;11.0;2.0;2.0;11.0
LST1;0.0;1.0;1.0;0.0;0.0;1.0
LTA;0.0;6.0;6.0;0.0;0.0;6.0
LTA4H;0.0;1.0;1.0;0.0;0.0;1.0
LTB;0.0;5.0;5.0;0.0;0.0;5.0
LTBP1;1.0;3.0;3.0;1.0;1.0;3.0
LTBP3;0.0;1.0;1.0;0.0;0.0;1.0
LTF;0.0;5.0;5.0;0.0;0.0;5.0
LTK;2.0;3.0;3.0;2.0;2.0;3.0
LUM;0.0;5.0;5.0;0.0;0.0;5.0
LY86;0.0;6.0;6.0;0.0;0.0;6.0
LY96;1.0;10.0;10.0;1.0;1.0;10.0
LYAR;1.0;4.0;4.0;1.0;1.0;4.0
LYL1;0.0;6.0;6.0;0.0;0.0;6.0
LYN;2.0;10.0;10.0;2.0;2.0;10.0
LYST;0.0;1.0;1.0;0.0;0.0;1.0
LZTS1;1.0;6.0;6.0;1.0;1.0;6.0
M6PR;1.0;4.0;4.0;1.0;1.0;4.0
MAD1L1;2.0;13.0;13.0;2.0;2.0;13.0
MAD2L1;3.0;6.0;6.0;3.0;3.0;6.0
MAD2L2;0.0;9.0;9.0;0.0;0.0;9.0
MADCAM1;0.0;4.0;4.0;0.0;0.0;4.0
MADD;0.0;4.0;4.0;0.0;0.0;4.0
MAF;0.0;13.0;13.0;0.0;0.0;13.0
MAFA;0.0;6.0;6.0;0.0;0.0;6.0
MAFF;0.0;3.0;3.0;0.0;0.0;3.0
MAFG;0.0;5.0;5.0;0.0;0.0;5.0
MAFK;1.0;3.0;3.0;1.0;1.0;3.0
MAG;1.0;9.0;9.0;1.0;1.0;9.0
MAGED1;0.0;4.0;4.0;0.0;0.0;4.0
MAGEH1;0.0;1.0;1.0;0.0;0.0;1.0
MAGI1;1.0;8.0;8.0;1.0;1.0;8.0
MAGI2;0.0;8.0;8.0;0.0;0.0;8.0
MAGI3;1.0;1.0;1.0;1.0;1.0;1.0
MAL;2.0;12.0;12.0;2.0;2.0;12.0
MAML1;1.0;0.0;0.0;1.0;1.0;0.0
MAML2;0.0;2.0;2.0;0.0;0.0;2.0
MAML3;1.0;2.0;2.0;1.0;1.0;2.0
MAN1A1;2.0;1.0;1.0;2.0;2.0;1.0
MAN1B1;0.0;1.0;1.0;0.0;0.0;1.0
MAN1C1;0.0;6.0;6.0;0.0;0.0;6.0
MAN2A2;1.0;2.0;2.0;1.0;1.0;2.0
MAN2B1;1.0;10.0;10.0;1.0;1.0;10.0
MAN2C1;0.0;1.0;1.0;0.0;0.0;1.0
MAOA;0.0;5.0;5.0;0.0;0.0;5.0
MAOB;1.0;7.0;7.0;1.0;1.0;7.0
MAP1B;0.0;11.0;11.0;0.0;0.0;11.0
MAP1LC3B;1.0;1.0;1.0;1.0;1.0;1.0
MAP2K1;2.0;5.0;5.0;2.0;2.0;5.0
MAP2K2;1.0;6.0;6.0;1.0;1.0;6.0
MAP2K3;0.0;7.0;7.0;0.0;0.0;7.0
MAP2K4;3.0;20.0;20.0;3.0;3.0;20.0
MAP2K6;1.0;9.0;9.0;1.0;1.0;9.0
MAP2K7;1.0;5.0;5.0;1.0;1.0;5.0
MAP3K1;3.0;11.0;11.0;3.0;3.0;11.0
MAP3K10;1.0;6.0;6.0;1.0;1.0;6.0
MAP3K11;2.0;9.0;9.0;2.0;2.0;9.0
MAP3K13;0.0;2.0;2.0;0.0;0.0;2.0
MAP3K14;0.0;9.0;9.0;0.0;0.0;9.0
MAP3K2;1.0;1.0;1.0;1.0;1.0;1.0
MAP3K3;0.0;12.0;12.0;0.0;0.0;12.0
MAP3K4;3.0;7.0;7.0;3.0;3.0;7.0
MAP3K5;2.0;5.0;5.0;2.0;2.0;5.0
MAP3K6;0.0;3.0;3.0;0.0;0.0;3.0
MAP3K7;3.0;11.0;11.0;3.0;3.0;11.0
MAP3K8;1.0;5.0;5.0;1.0;1.0;5.0
MAP4K1;3.0;12.0;12.0;3.0;3.0;12.0
MAP4K2;0.0;2.0;2.0;0.0;0.0;2.0
MAP4K3;1.0;0.0;0.0;1.0;1.0;0.0
MAPK1;3.0;21.0;21.0;3.0;3.0;21.0
MAPK10;2.0;22.0;22.0;2.0;2.0;22.0
MAPK11;2.0;13.0;13.0;2.0;2.0;13.0
MAPK12;2.0;7.0;7.0;2.0;2.0;7.0
MAPK14;1.0;14.0;14.0;1.0;1.0;14.0
MAPK3;3.0;16.0;16.0;3.0;3.0;16.0
MAPK4;0.0;14.0;14.0;0.0;0.0;14.0
MAPK6;3.0;12.0;12.0;3.0;3.0;12.0
MAPK7;3.0;23.0;23.0;3.0;3.0;23.0
MAPK8;2.0;14.0;14.0;2.0;2.0;14.0
MAPK8IP1;0.0;3.0;3.0;0.0;0.0;3.0
MAPK8IP2;0.0;2.0;2.0;0.0;0.0;2.0
MAPK9;1.0;8.0;8.0;1.0;1.0;8.0
MAPKAPK2;2.0;6.0;6.0;2.0;2.0;6.0
MAPKAPK3;3.0;5.0;5.0;3.0;3.0;5.0
MAPKAPK5;0.0;2.0;2.0;0.0;0.0;2.0
MAPRE1;2.0;4.0;4.0;2.0;2.0;4.0
MAPRE2;1.0;1.0;1.0;1.0;1.0;1.0
MAPRE3;1.0;1.0;1.0;1.0;1.0;1.0
MAPT;0.0;16.0;16.0;0.0;0.0;16.0
MARK2;3.0;9.0;9.0;3.0;3.0;9.0
MARK3;0.0;12.0;12.0;0.0;0.0;12.0
MARK4;0.0;3.0;3.0;0.0;0.0;3.0
MAST1;0.0;1.0;1.0;0.0;0.0;1.0
MAST3;0.0;1.0;1.0;0.0;0.0;1.0
MAT2A;0.0;2.0;2.0;0.0;0.0;2.0
MAT2B;0.0;1.0;1.0;0.0;0.0;1.0
MATK;0.0;5.0;5.0;0.0;0.0;5.0
MATN1;0.0;2.0;2.0;0.0;0.0;2.0
MATN2;0.0;2.0;2.0;0.0;0.0;2.0
MATR3;1.0;5.0;5.0;1.0;1.0;5.0
MAVS;0.0;1.0;1.0;0.0;0.0;1.0
MAX;3.0;21.0;21.0;3.0;3.0;21.0
MAZ;0.0;3.0;3.0;0.0;0.0;3.0
MBD1;0.0;1.0;1.0;0.0;0.0;1.0
MBD2;1.0;5.0;5.0;1.0;1.0;5.0
MBD3;1.0;2.0;2.0;1.0;1.0;2.0
MBD3L2;0.0;1.0;1.0;0.0;0.0;1.0
MBP;0.0;6.0;6.0;0.0;0.0;6.0
MBTPS1;1.0;1.0;1.0;1.0;1.0;1.0
MC2R;0.0;1.0;1.0;0.0;0.0;1.0
MCC;0.0;5.0;5.0;0.0;0.0;5.0
MCCC1;0.0;3.0;3.0;0.0;0.0;3.0
MCF2;1.0;3.0;3.0;1.0;1.0;3.0
MCFD2;1.0;1.0;1.0;1.0;1.0;1.0
MCL1;1.0;5.0;5.0;1.0;1.0;5.0
MCM10;1.0;7.0;7.0;1.0;1.0;7.0
MCM2;3.0;14.0;14.0;3.0;3.0;14.0
MCM3;3.0;20.0;20.0;3.0;3.0;20.0
MCM4;2.0;11.0;11.0;2.0;2.0;11.0
MCM5;3.0;7.0;7.0;3.0;3.0;7.0
MCM6;2.0;8.0;8.0;2.0;2.0;8.0
MCM7;3.0;18.0;18.0;3.0;3.0;18.0
MCM8;1.0;3.0;3.0;1.0;1.0;3.0
MDC1;0.0;3.0;3.0;0.0;0.0;3.0
MDFI;0.0;6.0;6.0;0.0;0.0;6.0
MDFIC;0.0;1.0;1.0;0.0;0.0;1.0
MDH1;0.0;7.0;7.0;0.0;0.0;7.0
MDH2;3.0;7.0;7.0;3.0;3.0;7.0
MDK;0.0;1.0;1.0;0.0;0.0;1.0
MDM2;2.0;8.0;8.0;2.0;2.0;8.0
ME1;1.0;3.0;3.0;1.0;1.0;3.0
ME2;2.0;5.0;5.0;2.0;2.0;5.0
MECP2;0.0;1.0;1.0;0.0;0.0;1.0
MED1;3.0;5.0;5.0;3.0;3.0;5.0
MED10;0.0;1.0;1.0;0.0;0.0;1.0
MED12;1.0;2.0;2.0;1.0;1.0;2.0
MED12L;0.0;1.0;1.0;0.0;0.0;1.0
MED13;1.0;1.0;1.0;1.0;1.0;1.0
MED13L;0.0;5.0;5.0;0.0;0.0;5.0
MED14;1.0;7.0;7.0;1.0;1.0;7.0
MED15;1.0;5.0;5.0;1.0;1.0;5.0
MED16;1.0;1.0;1.0;1.0;1.0;1.0
MED17;2.0;19.0;19.0;2.0;2.0;19.0
MED18;0.0;3.0;3.0;0.0;0.0;3.0
MED20;1.0;5.0;5.0;1.0;1.0;5.0
MED21;2.0;7.0;7.0;2.0;2.0;7.0
MED22;0.0;5.0;5.0;0.0;0.0;5.0
MED23;2.0;6.0;6.0;2.0;2.0;6.0
MED26;1.0;12.0;12.0;1.0;1.0;12.0
